   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_30.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
22.59, 0, 0.00975526, 0, 1.41421, -0.00975526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00911267, 0, 0.000642592, 0, 0
22.5979, 0, 0.0103953, 0, 1.41421, -0.0103953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0097791, 0, 0.000616153, 0, 0
22.6058, 0, 0.0110361, 0, 1.41421, -0.0110361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.010446, 0, 0.0005901, 0, 0
22.6137, 0, 0.0116718, 0, 1.41421, -0.0116718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0111073, 0, 0.000564472, 0, 0
22.6215, 0, 0.0122955, 0, 1.41421, -0.0122955, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0117561, 0, 0.000539323, 0, 0
22.6294, 0, 0.0129006, 0, 1.41421, -0.0129006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0123859, 0, 0.000514686, 0, 0
22.6373, 0, 0.0134802, 0, 1.41421, -0.0134802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0129896, 0, 0.000490611, 0, 0
22.6452, 0, 0.0140273, 0, 1.41421, -0.0140273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0135602, 0, 0.000467145, 0, 0
22.6531, 0, 0.0145354, 0, 1.41421, -0.0145354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0140911, 0, 0.000444324, 0, 0
22.661, 0, 0.0149981, 0, 1.41421, -0.0149981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0145759, 0, 0.000422178, 0, 0
22.6689, 0, 0.0154094, 0, 1.41421, -0.0154094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0150086, 0, 0.00040075, 0, 0
22.6768, 0, 0.0157636, 0, 1.41421, -0.0157636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0153836, 0, 0.000380073, 0, 0
22.6847, 0, 0.0160563, 0, 1.41421, -0.0160563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0156961, 0, 0.000360165, 0, 0
22.6926, 0, 0.0162831, 0, 1.41421, -0.0162831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0159421, 0, 0.000341057, 0, 0
22.7005, 0, 0.0164411, 0, 1.41421, -0.0164411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0161183, 0, 0.000322758, 0, 0
22.7084, 0, 0.0165278, 0, 1.41421, -0.0165278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0162225, 0, 0.000305284, 0, 0
22.7163, 0, 0.0165419, 0, 1.41421, -0.0165419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0162533, 0, 0.000288646, 0, 0
22.7242, 0, 0.0164833, 0, 1.41421, -0.0164833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0162105, 0, 0.000272843, 0, 0
22.7321, 0, 0.0163525, 0, 1.41421, -0.0163525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0160947, 0, 0.000257867, 0, 0
22.74, 0, 0.0161513, 0, 1.41421, -0.0161513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0159076, 0, 0.000243714, 0, 0
22.7479, 0, 0.0158824, 0, 1.41421, -0.0158824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.015652, 0, 0.000230374, 0, 0
22.7558, 0, 0.0155491, 0, 1.41421, -0.0155491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0153313, 0, 0.000217825, 0, 0
22.7637, 0, 0.015156, 0, 1.41421, -0.015156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0149499, 0, 0.000206051, 0, 0
22.7716, 0, 0.014708, 0, 1.41421, -0.014708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.014513, 0, 0.000195024, 0, 0
22.7795, 0, 0.0142106, 0, 1.41421, -0.0142106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0140259, 0, 0.000184712, 0, 0
22.7874, 0, 0.0136705, 0, 1.41421, -0.0136705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0134954, 0, 0.000175094, 0, 0
22.7952, 0, 0.0130938, 0, 1.41421, -0.0130938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0129276, 0, 0.000166132, 0, 0
22.8031, 0, 0.0124872, 0, 1.41421, -0.0124872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0123294, 0, 0.00015779, 0, 0
22.811, 0, 0.0118577, 0, 1.41421, -0.0118577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0117077, 0, 0.000150034, 0, 0
22.8189, 0, 0.0112122, 0, 1.41421, -0.0112122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0110694, 0, 0.000142827, 0, 0
22.8268, 0, 0.0105576, 0, 1.41421, -0.0105576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0104215, 0, 0.000136134, 0, 0
22.8347, 0, 0.00990016, 0, 1.41421, -0.00990016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00977024, 0, 0.000129915, 0, 0
22.8426, 0, 0.00924587, 0, 1.41421, -0.00924587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00912173, 0, 0.000124134, 0, 0
22.8505, 0, 0.00860064, 0, 1.41421, -0.00860064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00848189, 0, 0.000118755, 0, 0
22.8584, 0, 0.00796988, 0, 1.41421, -0.00796988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00785613, 0, 0.000113744, 0, 0
22.8663, 0, 0.00735798, 0, 1.41421, -0.00735798, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00724892, 0, 0.000109065, 0, 0
22.8742, 0, 0.0067694, 0, 1.41421, -0.0067694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00666471, 0, 0.000104689, 0, 0
22.8821, 0, 0.00620752, 0, 1.41421, -0.00620752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00610694, 0, 0.000100583, 0, 0
22.89, 0, 0.00567504, 0, 1.41421, -0.00567504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00557832, 0, 9.67169e-05, 0, 0
22.8979, 2, 0.00517484, 0, 2, 1.99483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00508177, 0, 9.30669e-05, 0, 0
22.9058, 0, 0.00470842, 0, 1.41421, -0.00470842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00461881, 0, 8.96062e-05, 0, 0
22.9137, 0, 0.00427691, 0, 1.41421, -0.00427691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00419059, 0, 8.6311e-05, 0, 0
22.9216, 0, 0.00388115, 0, 1.41421, -0.00388115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00379799, 0, 8.31609e-05, 0, 0
22.9295, 0, 0.00352146, 0, 1.41421, -0.00352146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00344132, 0, 8.01376e-05, 0, 0
22.9374, 0, 0.00319748, 0, 1.41421, -0.00319748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00312026, 0, 7.72226e-05, 0, 0
22.9453, 0, 0.0029088, 0, 1.41421, -0.0029088, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0028344, 0, 7.44021e-05, 0, 0
22.9532, 0, 0.00265444, 0, 1.41421, -0.00265444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00258278, 0, 7.1662e-05, 0, 0
22.9611, 0, 0.00243311, 0, 1.41421, -0.00243311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00236412, 0, 6.89895e-05, 0, 0
22.969, 0, 0.00224359, 0, 1.41421, -0.00224359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00217721, 0, 6.63775e-05, 0, 0
22.9769, 0, 0.00208416, 0, 1.41421, -0.00208416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00202034, 0, 6.38165e-05, 0, 0
22.9847, 0, 0.00195299, 0, 1.41421, -0.00195299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00189169, 0, 6.12992e-05, 0, 0
22.9926, 0, 0.00184825, 0, 1.41421, -0.00184825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00178943, 0, 5.88218e-05, 0, 0
23.0005, 0, 0.00176789, 0, 1.41421, -0.00176789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00171151, 0, 5.63792e-05, 0, 0
23.0084, 0, 0.00170989, 0, 1.41421, -0.00170989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00165592, 0, 5.39695e-05, 0, 0
23.0163, 0, 0.00167214, 0, 1.41421, -0.00167214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00162055, 0, 5.15917e-05, 0, 0
23.0242, 2, 0.00165253, 0, 2, 1.99835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00160329, 0, 4.92448e-05, 0, 0
23.0321, 0, 0.00164894, 0, 1.41421, -0.00164894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00160201, 0, 4.69287e-05, 0, 0
23.04, 0, 0.00165928, 0, 1.41421, -0.00165928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00161463, 0, 4.46452e-05, 0, 0
23.0479, 2, 0.00168145, 0, 2, 1.99832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00163906, 0, 4.23967e-05, 0, 0
23.0558, 0, 0.00171346, 0, 1.41421, -0.00171346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00167327, 0, 4.01845e-05, 0, 0
23.0637, 0, 0.00175329, 0, 1.41421, -0.00175329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00171527, 0, 3.80128e-05, 0, 0
23.0716, 0, 0.00179906, 0, 1.41421, -0.00179906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00176317, 0, 3.5883e-05, 0, 0
23.0795, 0, 0.00184887, 0, 1.41421, -0.00184887, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00181507, 0, 3.38007e-05, 0, 0
23.0874, 0, 0.00190098, 0, 1.41421, -0.00190098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00186921, 0, 3.17685e-05, 0, 0
23.0953, 0, 0.00195373, 0, 1.41421, -0.00195373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00192394, 0, 2.97895e-05, 0, 0
23.1032, 0, 0.00200552, 0, 1.41421, -0.00200552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00197765, 0, 2.78682e-05, 0, 0
23.1111, 0, 0.00205491, 0, 1.41421, -0.00205491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00202891, 0, 2.6007e-05, 0, 0
23.119, 0, 0.00210056, 0, 1.41421, -0.00210056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00207635, 0, 2.42097e-05, 0, 0
23.1269, 0, 0.00214124, 0, 1.41421, -0.00214124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00211876, 0, 2.24796e-05, 0, 0
23.1348, 0, 0.0021759, 0, 1.41421, -0.0021759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00215508, 0, 2.08187e-05, 0, 0
23.1427, 0, 0.00220363, 0, 1.41421, -0.00220363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0021844, 0, 1.9229e-05, 0, 0
23.1506, 0, 0.00222366, 0, 1.41421, -0.00222366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00220595, 0, 1.77126e-05, 0, 0
23.1584, 0, 0.00223538, 0, 1.41421, -0.00223538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00221911, 0, 1.62712e-05, 0, 0
23.1663, 0, 0.00223835, 0, 1.41421, -0.00223835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00222345, 0, 1.4905e-05, 0, 0
23.1742, 0, 0.0022323, 0, 1.41421, -0.0022323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00221869, 0, 1.3615e-05, 0, 0
23.1821, 0, 0.0022171, 0, 1.41421, -0.0022171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0022047, 0, 1.24006e-05, 0, 0
23.19, 0, 0.00219279, 0, 1.41421, -0.00219279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00218153, 0, 1.12615e-05, 0, 0
23.1979, 0, 0.00215957, 0, 1.41421, -0.00215957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00214937, 0, 1.01971e-05, 0, 0
23.2058, 0, 0.00211775, 0, 1.41421, -0.00211775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00210854, 0, 9.20573e-06, 0, 0
23.2137, 0, 0.00206777, 0, 1.41421, -0.00206777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00205948, 0, 8.28545e-06, 0, 0
23.2216, 0, 0.00201021, 0, 1.41421, -0.00201021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00200277, 0, 7.43444e-06, 0, 0
23.2295, 0, 0.00194574, 0, 1.41421, -0.00194574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00193909, 0, 6.6505e-06, 0, 0
23.2374, 0, 0.00187509, 0, 1.41421, -0.00187509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00186916, 0, 5.93058e-06, 0, 0
23.2453, 0, 0.0017991, 0, 1.41421, -0.0017991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00179382, 0, 5.27221e-06, 0, 0
23.2532, 0, 0.00171859, 0, 1.41421, -0.00171859, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00171392, 0, 4.67215e-06, 0, 0
23.2611, 0, 0.00163443, 0, 1.41421, -0.00163443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0016303, 0, 4.12699e-06, 0, 0
23.269, 0, 0.00154757, 0, 1.41421, -0.00154757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00154393, 0, 3.634e-06, 0, 0
23.2769, 0, 0.00145886, 0, 1.41421, -0.00145886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00145567, 0, 3.18962e-06, 0, 0
23.2848, 0, 0.00136916, 0, 1.41421, -0.00136916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00136637, 0, 2.79043e-06, 0, 0
23.2927, 0, 0.00127929, 0, 1.41421, -0.00127929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00127686, 0, 2.43325e-06, 0, 0
23.3006, 0, 0.00119005, 0, 1.41421, -0.00119005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00118794, 0, 2.11485e-06, 0, 0
23.3085, 0, 0.00110217, 0, 1.41421, -0.00110217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00110034, 0, 1.83213e-06, 0, 0
23.3164, 0, 0.00101628, 0, 1.41421, -0.00101628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0010147, 0, 1.58196e-06, 0, 0
23.3243, 0, 0.000932929, 0, 1.41421, -0.000932929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000931568, 0, 1.36137e-06, 0, 0
23.3322, 0, 0.00085264, 0, 1.41421, -0.00085264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000851473, 0, 1.16763e-06, 0, 0
23.34, 0, 0.000775847, 0, 1.41421, -0.000775847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000774849, 0, 9.9815e-07, 0, 0
23.3479, 0, 0.000702846, 0, 1.41421, -0.000702846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000701996, 0, 8.50369e-07, 0, 0
23.3558, 0, 0.00063393, 0, 1.41421, -0.00063393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000633208, 0, 7.22051e-07, 0, 0
23.3637, 0, 0.000569259, 0, 1.41421, -0.000569259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000568648, 0, 6.11022e-07, 0, 0
23.3716, 0, 0.000508912, 0, 1.41421, -0.000508912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000508397, 0, 5.15264e-07, 0, 0
23.3795, 0, 0.000452992, 0, 1.41421, -0.000452992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000452559, 0, 4.33068e-07, 0, 0
23.3874, 0, 0.00040145, 0, 1.41421, -0.00040145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000401087, 0, 3.62739e-07, 0, 0
23.3953, 0, 0.000354203, 0, 1.41421, -0.000354203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0003539, 0, 3.02775e-07, 0, 0
23.4032, 0, 0.000311149, 0, 1.41421, -0.000311149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000310897, 0, 2.51853e-07, 0, 0
23.4111, 0, 0.000272143, 0, 1.41421, -0.000272143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000271934, 0, 2.08782e-07, 0, 0
23.419, 0, 0.000236979, 0, 1.41421, -0.000236979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000236806, 0, 1.72468e-07, 0, 0
23.4269, 0, 0.000205466, 0, 1.41421, -0.000205466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000205324, 0, 1.41982e-07, 0, 0
23.4348, 0, 0.000177367, 0, 1.41421, -0.000177367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000177251, 0, 1.16478e-07, 0, 0
23.4427, 0, 0.000152433, 0, 1.41421, -0.000152433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000152338, 0, 9.52108e-08, 0, 0
23.4506, 0, 0.000130444, 0, 1.41421, -0.000130444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000130367, 0, 7.75618e-08, 0, 0
23.4585, 0, 0.000111143, 0, 1.41421, -0.000111143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00011108, 0, 6.29622e-08, 0, 0
23.4664, 0, 9.4283e-05, 0, 1.41421, -9.4283e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.42321e-05, 0, 5.09278e-08, 0, 0
23.4743, 0, 7.96372e-05, 0, 1.41421, -7.96372e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95962e-05, 0, 4.105e-08, 0, 0
23.4822, 0, 6.69724e-05, 0, 1.41421, -6.69724e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.69395e-05, 0, 3.29689e-08, 0, 0
23.4901, 0, 5.60782e-05, 0, 1.41421, -5.60782e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60519e-05, 0, 2.63844e-08, 0, 0
23.498, 0, 4.67554e-05, 0, 1.41421, -4.67554e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67344e-05, 0, 2.10408e-08, 0, 0
23.5059, 0, 3.88144e-05, 0, 1.41421, -3.88144e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.87977e-05, 0, 1.67194e-08, 0, 0
23.5138, 0, 3.20802e-05, 0, 1.41421, -3.20802e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2067e-05, 0, 1.32363e-08, 0, 0
23.5216, 0, 2.64029e-05, 0, 1.41421, -2.64029e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63924e-05, 0, 1.04424e-08, 0, 0
23.5295, 0, 2.16369e-05, 0, 1.41421, -2.16369e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16286e-05, 0, 8.20844e-09, 0, 0
23.5374, 0, 1.76542e-05, 0, 1.41421, -1.76542e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76478e-05, 0, 6.42868e-09, 0, 0
23.5453, 0, 1.43436e-05, 0, 1.41421, -1.43436e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43385e-05, 0, 5.01682e-09, 0, 0
23.5532, 0, 1.16027e-05, 0, 1.41421, -1.16027e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15988e-05, 0, 3.90031e-09, 0, 0
23.5611, 0, 9.34636e-06, 0, 1.41421, -9.34636e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.34334e-06, 0, 3.02158e-09, 0, 0
23.569, 0, 7.49669e-06, 0, 1.41421, -7.49669e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.49436e-06, 0, 2.33226e-09, 0, 0
23.5769, 0, 5.98711e-06, 0, 1.41421, -5.98711e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98531e-06, 0, 1.79346e-09, 0, 0
23.5848, 0, 4.7614e-06, 0, 1.41421, -4.7614e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76002e-06, 0, 1.37415e-09, 0, 0
23.5927, 0, 3.77029e-06, 0, 1.41421, -3.77029e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76924e-06, 0, 1.0489e-09, 0, 0
23.6006, 0, 2.97281e-06, 0, 1.41421, -2.97281e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97201e-06, 0, 7.97669e-10, 0, 0
23.6085, 0, 2.3342e-06, 0, 1.41421, -2.3342e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3336e-06, 0, 6.0439e-10, 0, 0
23.6164, 0, 1.82502e-06, 0, 1.41421, -1.82502e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82456e-06, 0, 4.5623e-10, 0, 0
23.6243, 0, 1.42069e-06, 0, 1.41421, -1.42069e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42035e-06, 0, 3.43045e-10, 0, 0
23.6322, 0, 1.10141e-06, 0, 1.41421, -1.10141e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10115e-06, 0, 2.57076e-10, 0, 0
23.6401, 0, 8.50278e-07, 0, 1.41421, -8.50278e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.50086e-07, 0, 1.91878e-10, 0, 0
23.648, 0, 6.536e-07, 0, 1.41421, -6.536e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53457e-07, 0, 1.42658e-10, 0, 0
23.6559, 0, 5.00334e-07, 0, 1.41421, -5.00334e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.00228e-07, 0, 1.05663e-10, 0, 0
23.6638, 0, 3.81374e-07, 0, 1.41421, -3.81374e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81296e-07, 0, 7.79524e-11, 0, 0
23.6717, 0, 2.89478e-07, 0, 1.41421, -2.89478e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89421e-07, 0, 5.72828e-11, 0, 0
23.6796, 0, 2.18821e-07, 0, 1.41421, -2.18821e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18779e-07, 0, 4.19282e-11, 0, 0
23.6875, 0, 1.64718e-07, 0, 1.41421, -1.64718e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64687e-07, 0, 3.05633e-11, 0, 0
23.6954, 0, 1.23465e-07, 0, 1.41421, -1.23465e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23443e-07, 0, 2.21829e-11, 0, 0
23.7032, 0, 9.21574e-08, 0, 1.41421, -9.21574e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.21413e-08, 0, 1.60316e-11, 0, 0
23.7111, 0, 6.85071e-08, 0, 1.41421, -6.85071e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.84956e-08, 0, 1.15334e-11, 0, 0
23.719, 0, 5.07108e-08, 0, 1.41421, -5.07108e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07025e-08, 0, 8.25588e-12, 0, 0
