   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_0.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
22.6817, 1.57284, 0.435201, 0.433918, 1.8902, 1.13764, 0.433918, 0, 0.433918, 0.433918, 0.433918, 0.433918, 0.433918, 0.433918, 0.433918, 0.433918, 0.433918, 0.433918, 0.433918, 0.435201, 0.433918
22.69, 2.56845, 0.42919, 0.427999, 2.13739, 2.13927, 0.427999, 0, 0.427999, 0.427999, 0.427999, 0.427999, 0.427999, 0.427999, 0.427999, 0.427999, 0.427999, 0.427999, 0.427999, 0.42919, 0.427999
22.6983, 0.858701, 0.423015, 0.42191, 1.69077, 0.435686, 0.42191, 0, 0.42191, 0.42191, 0.42191, 0.42191, 0.42191, 0.42191, 0.42191, 0.42191, 0.42191, 0.42191, 0.42191, 0.423015, 0.42191
22.7066, 0, 0.416786, 0.41576, 1.41421, -0.416786, 0.41576, 0, 0.41576, 0.41576, 0.41576, 0.41576, 0.41576, 0.41576, 0.41576, 0.41576, 0.41576, 0.41576, 0.41576, 0.416786, 0.41576
22.7149, 2.56343, 0.410423, 0.409469, 2.13622, 2.15301, 0.409469, 0, 0.409469, 0.409469, 0.409469, 0.409469, 0.409469, 0.409469, 0.409469, 0.409469, 0.409469, 0.409469, 0.409469, 0.410423, 0.409469
22.7232, 0.9978, 0.403685, 0.402797, 1.73142, 0.594115, 0.402797, 0, 0.402797, 0.402797, 0.402797, 0.402797, 0.402797, 0.402797, 0.402797, 0.402797, 0.402797, 0.402797, 0.402797, 0.403685, 0.402797
22.7315, 2.43877, 0.396464, 0.395634, 2.10684, 2.04231, 0.395634, 0, 0.395634, 0.395634, 0.395634, 0.395634, 0.395634, 0.395634, 0.395634, 0.395634, 0.395634, 0.395634, 0.395634, 0.396464, 0.395634
22.7398, 0, 0.388877, 0.3881, 1.41421, -0.388877, 0.3881, 0, 0.3881, 0.3881, 0.3881, 0.3881, 0.3881, 0.3881, 0.3881, 0.3881, 0.3881, 0.3881, 0.3881, 0.388877, 0.3881
22.7481, 3, 0.381153, 0.380422, 2.23607, 2.61885, 0.380422, 0, 0.380422, 0.380422, 0.380422, 0.380422, 0.380422, 0.380422, 0.380422, 0.380422, 0.380422, 0.380422, 0.380422, 0.381153, 0.380422
22.7564, 1.55131, 0.37351, 0.372821, 1.88449, 1.1778, 0.372821, 0, 0.372821, 0.372821, 0.372821, 0.372821, 0.372821, 0.372821, 0.372821, 0.372821, 0.372821, 0.372821, 0.372821, 0.37351, 0.372821
22.7647, 0.448686, 0.368011, 0.367358, 1.56483, 0.0806754, 0.367358, 0, 0.367358, 0.367358, 0.367358, 0.367358, 0.367358, 0.367358, 0.367358, 0.367358, 0.367358, 0.367358, 0.367358, 0.368011, 0.367358
22.773, 0, 0.361415, 0.360795, 1.41421, -0.361415, 0.360795, 0, 0.360795, 0.360795, 0.360795, 0.360795, 0.360795, 0.360795, 0.360795, 0.360795, 0.360795, 0.360795, 0.360795, 0.361415, 0.360795
22.7813, 0, 0.353929, 0.353337, 1.41421, -0.353929, 0.353337, 0, 0.353337, 0.353337, 0.353337, 0.353337, 0.353337, 0.353337, 0.353337, 0.353337, 0.353337, 0.353337, 0.353337, 0.353929, 0.353337
22.7896, 0, 0.346053, 0.345485, 1.41421, -0.346053, 0.345485, 0, 0.345485, 0.345485, 0.345485, 0.345485, 0.345485, 0.345485, 0.345485, 0.345485, 0.345485, 0.345485, 0.345485, 0.346053, 0.345485
22.7979, 0.539529, 0.338268, 0.337722, 1.59359, 0.201261, 0.337722, 0, 0.337722, 0.337722, 0.337722, 0.337722, 0.337722, 0.337722, 0.337722, 0.337722, 0.337722, 0.337722, 0.337722, 0.338268, 0.337722
22.8062, 1.99714, 0.33388, 0.333353, 1.99929, 1.66326, 0.333353, 0, 0.333353, 0.333353, 0.333353, 0.333353, 0.333353, 0.333353, 0.333353, 0.333353, 0.333353, 0.333353, 0.333353, 0.33388, 0.333353
22.8145, 1.46333, 0.327888, 0.327377, 1.861, 1.13544, 0.327377, 0, 0.327377, 0.327377, 0.327377, 0.327377, 0.327377, 0.327377, 0.327377, 0.327377, 0.327377, 0.327377, 0.327377, 0.327888, 0.327377
22.8228, 0, 0.320567, 0.320072, 1.41421, -0.320567, 0.320072, 0, 0.320072, 0.320072, 0.320072, 0.320072, 0.320072, 0.320072, 0.320072, 0.320072, 0.320072, 0.320072, 0.320072, 0.320567, 0.320072
22.8311, 1, 0.312646, 0.312165, 1.73205, 0.687354, 0.312165, 0, 0.312165, 0.312165, 0.312165, 0.312165, 0.312165, 0.312165, 0.312165, 0.312165, 0.312165, 0.312165, 0.312165, 0.312646, 0.312165
22.8394, 0, 0.304826, 0.304357, 1.41421, -0.304826, 0.304357, 0, 0.304357, 0.304357, 0.304357, 0.304357, 0.304357, 0.304357, 0.304357, 0.304357, 0.304357, 0.304357, 0.304357, 0.304826, 0.304357
22.8477, 0, 0.301893, 0.301436, 1.41421, -0.301893, 0.301436, 0, 0.301436, 0.301436, 0.301436, 0.301436, 0.301436, 0.301436, 0.301436, 0.301436, 0.301436, 0.301436, 0.301436, 0.301893, 0.301436
22.856, 0, 0.296636, 0.29619, 1.41421, -0.296636, 0.29619, 0, 0.29619, 0.29619, 0.29619, 0.29619, 0.29619, 0.29619, 0.29619, 0.29619, 0.29619, 0.29619, 0.29619, 0.296636, 0.29619
22.8643, 0.520079, 0.289378, 0.288943, 1.58748, 0.230701, 0.288943, 0, 0.288943, 0.288943, 0.288943, 0.288943, 0.288943, 0.288943, 0.288943, 0.288943, 0.288943, 0.288943, 0.288943, 0.289378, 0.288943
22.8726, 0.479921, 0.281202, 0.280776, 1.57478, 0.198719, 0.280776, 0, 0.280776, 0.280776, 0.280776, 0.280776, 0.280776, 0.280776, 0.280776, 0.280776, 0.280776, 0.280776, 0.280776, 0.281202, 0.280776
22.8809, 0, 0.273143, 0.272727, 1.41421, -0.273143, 0.272727, 0, 0.272727, 0.272727, 0.272727, 0.272727, 0.272727, 0.272727, 0.272727, 0.272727, 0.272727, 0.272727, 0.272727, 0.273143, 0.272727
22.8892, 1.51288, 0.276466, 0.27606, 1.87427, 1.23642, 0.27606, 0, 0.27606, 0.27606, 0.27606, 0.27606, 0.27606, 0.27606, 0.27606, 0.27606, 0.27606, 0.27606, 0.27606, 0.276466, 0.27606
22.8975, 0.487116, 0.277072, 0.276676, 1.57706, 0.210044, 0.276676, 0, 0.276676, 0.276676, 0.276676, 0.276676, 0.276676, 0.276676, 0.276676, 0.276676, 0.276676, 0.276676, 0.276676, 0.277072, 0.276676
22.9058, 0, 0.275152, 0.274765, 1.41421, -0.275152, 0.274765, 0, 0.274765, 0.274765, 0.274765, 0.274765, 0.274765, 0.274765, 0.274765, 0.274765, 0.274765, 0.274765, 0.274765, 0.275152, 0.274765
22.9141, 0, 0.271982, 0.271605, 1.41421, -0.271982, 0.271605, 0, 0.271605, 0.271605, 0.271605, 0.271605, 0.271605, 0.271605, 0.271605, 0.271605, 0.271605, 0.271605, 0.271605, 0.271982, 0.271605
22.9224, 0, 0.268831, 0.268464, 1.41421, -0.268831, 0.268464, 0, 0.268464, 0.268464, 0.268464, 0.268464, 0.268464, 0.268464, 0.268464, 0.268464, 0.268464, 0.268464, 0.268464, 0.268831, 0.268464
22.9307, 0.500743, 0.270902, 0.270545, 1.58137, 0.229841, 0.270545, 0, 0.270545, 0.270545, 0.270545, 0.270545, 0.270545, 0.270545, 0.270545, 0.270545, 0.270545, 0.270545, 0.270545, 0.270902, 0.270545
22.939, 0.499257, 0.271035, 0.270688, 1.5809, 0.228222, 0.270688, 0, 0.270688, 0.270688, 0.270688, 0.270688, 0.270688, 0.270688, 0.270688, 0.270688, 0.270688, 0.270688, 0.270688, 0.271035, 0.270688
22.9473, 1, 0.269439, 0.269103, 1.73205, 0.730561, 0.269103, 0, 0.269103, 0.269103, 0.269103, 0.269103, 0.269103, 0.269103, 0.269103, 0.269103, 0.269103, 0.269103, 0.269103, 0.269439, 0.269103
22.9556, 0.493555, 0.266988, 0.266663, 1.5791, 0.226567, 0.266663, 0, 0.266663, 0.266663, 0.266663, 0.266663, 0.266663, 0.266663, 0.266663, 0.266663, 0.266663, 0.266663, 0.266663, 0.266988, 0.266663
22.9639, 0.506445, 0.264548, 0.264234, 1.58318, 0.241897, 0.264234, 0, 0.264234, 0.264234, 0.264234, 0.264234, 0.264234, 0.264234, 0.264234, 0.264234, 0.264234, 0.264234, 0.264234, 0.264548, 0.264234
22.9722, 0.488845, 0.266272, 0.265969, 1.57761, 0.222573, 0.265969, 0, 0.265969, 0.265969, 0.265969, 0.265969, 0.265969, 0.265969, 0.265969, 0.265969, 0.265969, 0.265969, 0.265969, 0.266272, 0.265969
22.9806, 1.99753, 0.266255, 0.265964, 1.99938, 1.73127, 0.265964, 0, 0.265964, 0.265964, 0.265964, 0.265964, 0.265964, 0.265964, 0.265964, 0.265964, 0.265964, 0.265964, 0.265964, 0.266255, 0.265964
22.9889, 0.997514, 0.264709, 0.26443, 1.73133, 0.732805, 0.26443, 0, 0.26443, 0.26443, 0.26443, 0.26443, 0.26443, 0.26443, 0.26443, 0.26443, 0.26443, 0.26443, 0.26443, 0.264709, 0.26443
22.9972, 1.99778, 0.262407, 0.26214, 1.99944, 1.73537, 0.26214, 0, 0.26214, 0.26214, 0.26214, 0.26214, 0.26214, 0.26214, 0.26214, 0.26214, 0.26214, 0.26214, 0.26214, 0.262407, 0.26214
23.0055, 0.518335, 0.260114, 0.25986, 1.58693, 0.258221, 0.25986, 0, 0.25986, 0.25986, 0.25986, 0.25986, 0.25986, 0.25986, 0.25986, 0.25986, 0.25986, 0.25986, 0.25986, 0.260114, 0.25986
23.0138, 1, 0.261651, 0.26141, 1.73205, 0.738349, 0.26141, 0, 0.26141, 0.26141, 0.26141, 0.26141, 0.26141, 0.26141, 0.26141, 0.26141, 0.26141, 0.26141, 0.26141, 0.261651, 0.26141
23.0221, 1, 0.261571, 0.261343, 1.73205, 0.738429, 0.261343, 0, 0.261343, 0.261343, 0.261343, 0.261343, 0.261343, 0.261343, 0.261343, 0.261343, 0.261343, 0.261343, 0.261343, 0.261571, 0.261343
23.0304, 1, 0.26008, 0.259865, 1.73205, 0.73992, 0.259865, 0, 0.259865, 0.259865, 0.259865, 0.259865, 0.259865, 0.259865, 0.259865, 0.259865, 0.259865, 0.259865, 0.259865, 0.26008, 0.259865
23.0387, 0, 0.257891, 0.25769, 1.41421, -0.257891, 0.25769, 0, 0.25769, 0.25769, 0.25769, 0.25769, 0.25769, 0.25769, 0.25769, 0.25769, 0.25769, 0.25769, 0.25769, 0.257891, 0.25769
23.047, 1, 0.255712, 0.255523, 1.73205, 0.744288, 0.255523, 0, 0.255523, 0.255523, 0.255523, 0.255523, 0.255523, 0.255523, 0.255523, 0.255523, 0.255523, 0.255523, 0.255523, 0.255712, 0.255523
23.0553, 1.46457, 0.257037, 0.256862, 1.86134, 1.20753, 0.256862, 0, 0.256862, 0.256862, 0.256862, 0.256862, 0.256862, 0.256862, 0.256862, 0.256862, 0.256862, 0.256862, 0.256862, 0.257037, 0.256862
23.0636, 0.535431, 0.256855, 0.256693, 1.5923, 0.278576, 0.256693, 0, 0.256693, 0.256693, 0.256693, 0.256693, 0.256693, 0.256693, 0.256693, 0.256693, 0.256693, 0.256693, 0.256693, 0.256855, 0.256693
23.0719, 1, 0.255364, 0.255215, 1.73205, 0.744636, 0.255215, 0, 0.255215, 0.255215, 0.255215, 0.255215, 0.255215, 0.255215, 0.255215, 0.255215, 0.255215, 0.255215, 0.255215, 0.255364, 0.255215
23.0802, 1, 0.253227, 0.25309, 1.73205, 0.746773, 0.25309, 0, 0.25309, 0.25309, 0.25309, 0.25309, 0.25309, 0.25309, 0.25309, 0.25309, 0.25309, 0.25309, 0.25309, 0.253227, 0.25309
23.0885, 2, 0.251098, 0.250974, 2, 1.7489, 0.250974, 0, 0.250974, 0.250974, 0.250974, 0.250974, 0.250974, 0.250974, 0.250974, 0.250974, 0.250974, 0.250974, 0.250974, 0.251098, 0.250974
23.0968, 1, 0.252253, 0.25214, 1.73205, 0.747747, 0.25214, 0, 0.25214, 0.25214, 0.25214, 0.25214, 0.25214, 0.25214, 0.25214, 0.25214, 0.25214, 0.25214, 0.25214, 0.252253, 0.25214
23.1051, 0, 0.252027, 0.251926, 1.41421, -0.252027, 0.251926, 0, 0.251926, 0.251926, 0.251926, 0.251926, 0.251926, 0.251926, 0.251926, 0.251926, 0.251926, 0.251926, 0.251926, 0.252027, 0.251926
23.1134, 0, 0.250592, 0.250501, 1.41421, -0.250592, 0.250501, 0, 0.250501, 0.250501, 0.250501, 0.250501, 0.250501, 0.250501, 0.250501, 0.250501, 0.250501, 0.250501, 0.250501, 0.250592, 0.250501
23.1217, 0.445491, 0.248559, 0.248479, 1.56381, 0.196931, 0.248479, 0, 0.248479, 0.248479, 0.248479, 0.248479, 0.248479, 0.248479, 0.248479, 0.248479, 0.248479, 0.248479, 0.248479, 0.248559, 0.248479
23.13, 0.997384, 0.246536, 0.246465, 1.7313, 0.750848, 0.246465, 0, 0.246465, 0.246465, 0.246465, 0.246465, 0.246465, 0.246465, 0.246465, 0.246465, 0.246465, 0.246465, 0.246465, 0.246536, 0.246465
23.1383, 1.55713, 0.247438, 0.247377, 1.88603, 1.30969, 0.247377, 0, 0.247377, 0.247377, 0.247377, 0.247377, 0.247377, 0.247377, 0.247377, 0.247377, 0.247377, 0.247377, 0.247377, 0.247438, 0.247377
23.1466, 0, 0.247087, 0.247034, 1.41421, -0.247087, 0.247034, 0, 0.247034, 0.247034, 0.247034, 0.247034, 0.247034, 0.247034, 0.247034, 0.247034, 0.247034, 0.247034, 0.247034, 0.247087, 0.247034
23.1549, 0, 0.245653, 0.245607, 1.41421, -0.245653, 0.245607, 0, 0.245607, 0.245607, 0.245607, 0.245607, 0.245607, 0.245607, 0.245607, 0.245607, 0.245607, 0.245607, 0.245607, 0.245653, 0.245607
23.1632, 0, 0.243684, 0.243645, 1.41421, -0.243684, 0.243645, 0, 0.243645, 0.243645, 0.243645, 0.243645, 0.243645, 0.243645, 0.243645, 0.243645, 0.243645, 0.243645, 0.243645, 0.243684, 0.243645
23.1715, 0, 0.241724, 0.24169, 1.41421, -0.241724, 0.24169, 0, 0.24169, 0.24169, 0.24169, 0.24169, 0.24169, 0.24169, 0.24169, 0.24169, 0.24169, 0.24169, 0.24169, 0.241724, 0.24169
23.1798, 0, 0.242522, 0.242494, 1.41421, -0.242522, 0.242494, 0, 0.242494, 0.242494, 0.242494, 0.242494, 0.242494, 0.242494, 0.242494, 0.242494, 0.242494, 0.242494, 0.242494, 0.242522, 0.242494
23.1881, 0, 0.242145, 0.242121, 1.41421, -0.242145, 0.242121, 0, 0.242121, 0.242121, 0.242121, 0.242121, 0.242121, 0.242121, 0.242121, 0.242121, 0.242121, 0.242121, 0.242121, 0.242145, 0.242121
23.1964, 2, 0.240753, 0.240733, 2, 1.75925, 0.240733, 0, 0.240733, 0.240733, 0.240733, 0.240733, 0.240733, 0.240733, 0.240733, 0.240733, 0.240733, 0.240733, 0.240733, 0.240753, 0.240733
23.2047, 0, 0.23886, 0.238844, 1.41421, -0.23886, 0.238844, 0, 0.238844, 0.238844, 0.238844, 0.238844, 0.238844, 0.238844, 0.238844, 0.238844, 0.238844, 0.238844, 0.238844, 0.23886, 0.238844
23.213, 0, 0.236975, 0.236961, 1.41421, -0.236975, 0.236961, 0, 0.236961, 0.236961, 0.236961, 0.236961, 0.236961, 0.236961, 0.236961, 0.236961, 0.236961, 0.236961, 0.236961, 0.236975, 0.236961
23.2213, 1, 0.23763, 0.23762, 1.73205, 0.76237, 0.23762, 0, 0.23762, 0.23762, 0.23762, 0.23762, 0.23762, 0.23762, 0.23762, 0.23762, 0.23762, 0.23762, 0.23762, 0.23763, 0.23762
23.2296, 1, 0.237167, 0.237158, 1.73205, 0.762833, 0.237158, 0, 0.237158, 0.237158, 0.237158, 0.237158, 0.237158, 0.237158, 0.237158, 0.237158, 0.237158, 0.237158, 0.237158, 0.237167, 0.237158
23.2379, 0, 0.235736, 0.235729, 1.41421, -0.235736, 0.235729, 0, 0.235729, 0.235729, 0.235729, 0.235729, 0.235729, 0.235729, 0.235729, 0.235729, 0.235729, 0.235729, 0.235729, 0.235736, 0.235729
23.2462, 1, 0.233829, 0.233824, 1.73205, 0.766171, 0.233824, 0, 0.233824, 0.233824, 0.233824, 0.233824, 0.233824, 0.233824, 0.233824, 0.233824, 0.233824, 0.233824, 0.233824, 0.233829, 0.233824
23.2545, 0.406838, 0.231931, 0.231926, 1.5514, 0.174908, 0.231926, 0, 0.231926, 0.231926, 0.231926, 0.231926, 0.231926, 0.231926, 0.231926, 0.231926, 0.231926, 0.231926, 0.231926, 0.231931, 0.231926
23.2628, 0.593162, 0.232527, 0.232524, 1.61033, 0.360634, 0.232524, 0, 0.232524, 0.232524, 0.232524, 0.232524, 0.232524, 0.232524, 0.232524, 0.232524, 0.232524, 0.232524, 0.232524, 0.232527, 0.232524
23.2711, 1.40188, 0.232053, 0.23205, 1.84442, 1.16983, 0.23205, 0, 0.23205, 0.23205, 0.23205, 0.23205, 0.23205, 0.23205, 0.23205, 0.23205, 0.23205, 0.23205, 0.23205, 0.232053, 0.23205
23.2794, 0.99772, 0.230652, 0.23065, 1.73139, 0.767068, 0.23065, 0, 0.23065, 0.23065, 0.23065, 0.23065, 0.23065, 0.23065, 0.23065, 0.23065, 0.23065, 0.23065, 0.23065, 0.230652, 0.23065
23.2877, 0.600397, 0.228796, 0.228794, 1.61257, 0.371601, 0.228794, 0, 0.228794, 0.228794, 0.228794, 0.228794, 0.228794, 0.228794, 0.228794, 0.228794, 0.228794, 0.228794, 0.228794, 0.228796, 0.228794
23.296, 1, 0.226946, 0.226945, 1.73205, 0.773054, 0.226945, 0, 0.226945, 0.226945, 0.226945, 0.226945, 0.226945, 0.226945, 0.226945, 0.226945, 0.226945, 0.226945, 0.226945, 0.226946, 0.226945
23.3043, 0, 0.227385, 0.227384, 1.41421, -0.227385, 0.227384, 0, 0.227384, 0.227384, 0.227384, 0.227384, 0.227384, 0.227384, 0.227384, 0.227384, 0.227384, 0.227384, 0.227384, 0.227385, 0.227384
23.3126, 0, 0.226813, 0.226812, 1.41421, -0.226813, 0.226812, 0, 0.226812, 0.226812, 0.226812, 0.226812, 0.226812, 0.226812, 0.226812, 0.226812, 0.226812, 0.226812, 0.226812, 0.226813, 0.226812
23.3209, 0, 0.225369, 0.225369, 1.41421, -0.225369, 0.225369, 0, 0.225369, 0.225369, 0.225369, 0.225369, 0.225369, 0.225369, 0.225369, 0.225369, 0.225369, 0.225369, 0.225369, 0.225369, 0.225369
23.3292, 1.38523, 0.223497, 0.223496, 1.8399, 1.16173, 0.223496, 0, 0.223496, 0.223496, 0.223496, 0.223496, 0.223496, 0.223496, 0.223496, 0.223496, 0.223496, 0.223496, 0.223496, 0.223497, 0.223496
23.3375, 0.614774, 0.221632, 0.221632, 1.61703, 0.393143, 0.221632, 0, 0.221632, 0.221632, 0.221632, 0.221632, 0.221632, 0.221632, 0.221632, 0.221632, 0.221632, 0.221632, 0.221632, 0.221632, 0.221632
23.3458, 0, 0.222003, 0.222003, 1.41421, -0.222003, 0.222003, 0, 0.222003, 0.222003, 0.222003, 0.222003, 0.222003, 0.222003, 0.222003, 0.222003, 0.222003, 0.222003, 0.222003, 0.222003, 0.222003
23.3541, 0.378097, 0.221418, 0.221418, 1.54211, 0.156679, 0.221418, 0, 0.221418, 0.221418, 0.221418, 0.221418, 0.221418, 0.221418, 0.221418, 0.221418, 0.221418, 0.221418, 0.221418, 0.221418, 0.221418
23.3624, 0.621903, 0.220008, 0.220007, 1.61923, 0.401895, 0.220007, 0, 0.220007, 0.220007, 0.220007, 0.220007, 0.220007, 0.220007, 0.220007, 0.220007, 0.220007, 0.220007, 0.220007, 0.220008, 0.220007
23.3708, 1, 0.21819, 0.21819, 1.73205, 0.78181, 0.21819, 0, 0.21819, 0.21819, 0.21819, 0.21819, 0.21819, 0.21819, 0.21819, 0.21819, 0.21819, 0.21819, 0.21819, 0.21819, 0.21819
23.3791, 0, 0.216381, 0.216381, 1.41421, -0.216381, 0.216381, 0, 0.216381, 0.216381, 0.216381, 0.216381, 0.216381, 0.216381, 0.216381, 0.216381, 0.216381, 0.216381, 0.216381, 0.216381, 0.216381
23.3874, 0, 0.216594, 0.216594, 1.41421, -0.216594, 0.216594, 0, 0.216594, 0.216594, 0.216594, 0.216594, 0.216594, 0.216594, 0.216594, 0.216594, 0.216594, 0.216594, 0.216594, 0.216594, 0.216594
23.3957, 0.365709, 0.215909, 0.215909, 1.53809, 0.1498, 0.215909, 0, 0.215909, 0.215909, 0.215909, 0.215909, 0.215909, 0.215909, 0.215909, 0.215909, 0.215909, 0.215909, 0.215909, 0.215909, 0.215909
23.404, 1.63429, 0.214451, 0.214451, 1.90638, 1.41984, 0.214451, 0, 0.214451, 0.214451, 0.214451, 0.214451, 0.214451, 0.214451, 0.214451, 0.214451, 0.214451, 0.214451, 0.214451, 0.214451, 0.214451
23.4123, 0, 0.212614, 0.212613, 1.41421, -0.212614, 0.212613, 0, 0.212613, 0.212613, 0.212613, 0.212613, 0.212613, 0.212613, 0.212613, 0.212613, 0.212613, 0.212613, 0.212613, 0.212614, 0.212613
23.4206, 0, 0.210784, 0.210784, 1.41421, -0.210784, 0.210784, 0, 0.210784, 0.210784, 0.210784, 0.210784, 0.210784, 0.210784, 0.210784, 0.210784, 0.210784, 0.210784, 0.210784, 0.210784, 0.210784
23.4289, 1, 0.210938, 0.210938, 1.73205, 0.789062, 0.210938, 0, 0.210938, 0.210938, 0.210938, 0.210938, 0.210938, 0.210938, 0.210938, 0.210938, 0.210938, 0.210938, 0.210938, 0.210938, 0.210938
23.4372, 0.353743, 0.210244, 0.210244, 1.53419, 0.143499, 0.210244, 0, 0.210244, 0.210244, 0.210244, 0.210244, 0.210244, 0.210244, 0.210244, 0.210244, 0.210244, 0.210244, 0.210244, 0.210244, 0.210244
23.4455, 2.64626, 0.20882, 0.20882, 2.15552, 2.43744, 0.20882, 0, 0.20882, 0.20882, 0.20882, 0.20882, 0.20882, 0.20882, 0.20882, 0.20882, 0.20882, 0.20882, 0.20882, 0.20882, 0.20882
23.4538, 0.349033, 0.207036, 0.207036, 1.53266, 0.141997, 0.207036, 0, 0.207036, 0.207036, 0.207036, 0.207036, 0.207036, 0.207036, 0.207036, 0.207036, 0.207036, 0.207036, 0.207036, 0.207036, 0.207036
23.4621, 0.650967, 0.20526, 0.20526, 1.62818, 0.445707, 0.20526, 0, 0.20526, 0.20526, 0.20526, 0.20526, 0.20526, 0.20526, 0.20526, 0.20526, 0.20526, 0.20526, 0.20526, 0.20526, 0.20526
23.4704, 2, 0.205261, 0.205261, 2, 1.79474, 0.205261, 0, 0.205261, 0.205261, 0.205261, 0.205261, 0.205261, 0.205261, 0.205261, 0.205261, 0.205261, 0.205261, 0.205261, 0.205261, 0.205261
23.4787, 1, 0.204469, 0.204469, 1.73205, 0.795531, 0.204469, 0, 0.204469, 0.204469, 0.204469, 0.204469, 0.204469, 0.204469, 0.204469, 0.204469, 0.204469, 0.204469, 0.204469, 0.204469, 0.204469
23.487, 1, 0.202995, 0.202995, 1.73205, 0.797005, 0.202995, 0, 0.202995, 0.202995, 0.202995, 0.202995, 0.202995, 0.202995, 0.202995, 0.202995, 0.202995, 0.202995, 0.202995, 0.202995, 0.202995
23.4953, 2, 0.201187, 0.201187, 2, 1.79881, 0.201187, 0, 0.201187, 0.201187, 0.201187, 0.201187, 0.201187, 0.201187, 0.201187, 0.201187, 0.201187, 0.201187, 0.201187, 0.201187, 0.201187
23.5036, 1, 0.199386, 0.199386, 1.73205, 0.800614, 0.199386, 0, 0.199386, 0.199386, 0.199386, 0.199386, 0.199386, 0.199386, 0.199386, 0.199386, 0.199386, 0.199386, 0.199386, 0.199386, 0.199386
23.5119, 0, 0.199337, 0.199337, 1.41421, -0.199337, 0.199337, 0, 0.199337, 0.199337, 0.199337, 0.199337, 0.199337, 0.199337, 0.199337, 0.199337, 0.199337, 0.199337, 0.199337, 0.199337, 0.199337
23.5202, 0.329534, 0.198541, 0.198541, 1.52628, 0.130993, 0.198541, 0, 0.198541, 0.198541, 0.198541, 0.198541, 0.198541, 0.198541, 0.198541, 0.198541, 0.198541, 0.198541, 0.198541, 0.198541, 0.198541
23.5285, 1.67047, 0.197101, 0.197101, 1.91585, 1.47336, 0.197101, 0, 0.197101, 0.197101, 0.197101, 0.197101, 0.197101, 0.197101, 0.197101, 0.197101, 0.197101, 0.197101, 0.197101, 0.197101, 0.197101
23.5368, 1, 0.195346, 0.195346, 1.73205, 0.804654, 0.195346, 0, 0.195346, 0.195346, 0.195346, 0.195346, 0.195346, 0.195346, 0.195346, 0.195346, 0.195346, 0.195346, 0.195346, 0.195346, 0.195346
23.5451, 1.32226, 0.193598, 0.193598, 1.82271, 1.12866, 0.193598, 0, 0.193598, 0.193598, 0.193598, 0.193598, 0.193598, 0.193598, 0.193598, 0.193598, 0.193598, 0.193598, 0.193598, 0.193598, 0.193598
23.5534, 1.31798, 0.193403, 0.193403, 1.82153, 1.12457, 0.193403, 0, 0.193403, 0.193403, 0.193403, 0.193403, 0.193403, 0.193403, 0.193403, 0.193403, 0.193403, 0.193403, 0.193403, 0.193403, 0.193403
23.5617, 2.35976, 0.192511, 0.192511, 2.088, 2.16725, 0.192511, 0, 0.192511, 0.192511, 0.192511, 0.192511, 0.192511, 0.192511, 0.192511, 0.192511, 0.192511, 0.192511, 0.192511, 0.192511, 0.192511
23.57, 0, 0.191022, 0.191022, 1.41421, -0.191022, 0.191022, 0, 0.191022, 0.191022, 0.191022, 0.191022, 0.191022, 0.191022, 0.191022, 0.191022, 0.191022, 0.191022, 0.191022, 0.191022, 0.191022
23.5783, 0, 0.189239, 0.189239, 1.41421, -0.189239, 0.189239, 0, 0.189239, 0.189239, 0.189239, 0.189239, 0.189239, 0.189239, 0.189239, 0.189239, 0.189239, 0.189239, 0.189239, 0.189239, 0.189239
23.5866, 0, 0.187465, 0.187465, 1.41421, -0.187465, 0.187465, 0, 0.187465, 0.187465, 0.187465, 0.187465, 0.187465, 0.187465, 0.187465, 0.187465, 0.187465, 0.187465, 0.187465, 0.187465, 0.187465
23.5949, 1.30781, 0.187228, 0.187228, 1.81874, 1.12058, 0.187228, 0, 0.187228, 0.187228, 0.187228, 0.187228, 0.187228, 0.187228, 0.187228, 0.187228, 0.187228, 0.187228, 0.187228, 0.187228, 0.187228
23.6032, 0.99777, 0.186336, 0.186336, 1.73141, 0.811433, 0.186336, 0, 0.186336, 0.186336, 0.186336, 0.186336, 0.186336, 0.186336, 0.186336, 0.186336, 0.186336, 0.186336, 0.186336, 0.186336, 0.186336
23.6115, 0.694424, 0.184882, 0.184882, 1.64147, 0.509542, 0.184882, 0, 0.184882, 0.184882, 0.184882, 0.184882, 0.184882, 0.184882, 0.184882, 0.184882, 0.184882, 0.184882, 0.184882, 0.184882, 0.184882
23.6198, 0, 0.183153, 0.183153, 1.41421, -0.183153, 0.183153, 0, 0.183153, 0.183153, 0.183153, 0.183153, 0.183153, 0.183153, 0.183153, 0.183153, 0.183153, 0.183153, 0.183153, 0.183153, 0.183153
23.6281, 1.29832, 0.181431, 0.181431, 1.81613, 1.11688, 0.181431, 0, 0.181431, 0.181431, 0.181431, 0.181431, 0.181431, 0.181431, 0.181431, 0.181431, 0.181431, 0.181431, 0.181431, 0.181431, 0.181431
