   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_763.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
19.5178, 0.204658, 0.0192571, 1.4564e-32, 1.48481, 0.185401, 1.4564e-32, 0, 1.4564e-32, 1.4564e-32, 1.4564e-32, 1.4564e-32, 1.4564e-32, 1.4564e-32, 1.4564e-32, 1.4564e-32, 1.4564e-32, 1.4564e-32, 1.4564e-32, 6.75735e-06, 1.4564e-32, 0.0192503, 1.4564e-32
19.5257, 0.795342, 0.0187356, 1.45412e-32, 1.67193, 0.776606, 1.45412e-32, 0, 1.45412e-32, 1.45412e-32, 1.45412e-32, 1.45412e-32, 1.45412e-32, 1.45412e-32, 1.45412e-32, 1.45412e-32, 1.45412e-32, 1.45412e-32, 1.45412e-32, 7.7272e-06, 1.45412e-32, 0.0187279, 1.45412e-32
19.5336, 0, 0.0182248, 1.43194e-32, 1.41421, -0.0182248, 1.43194e-32, 0, 1.43194e-32, 1.43194e-32, 1.43194e-32, 1.43194e-32, 1.43194e-32, 1.43194e-32, 1.43194e-32, 1.43194e-32, 1.43194e-32, 1.43194e-32, 1.43194e-32, 8.88454e-06, 1.43194e-32, 0.0182159, 1.43194e-32
19.5414, 0.197323, 0.0177249, 1.39021e-32, 1.48234, 0.179598, 1.39021e-32, 0, 1.39021e-32, 1.39021e-32, 1.39021e-32, 1.39021e-32, 1.39021e-32, 1.39021e-32, 1.39021e-32, 1.39021e-32, 1.39021e-32, 1.39021e-32, 1.39021e-32, 1.02633e-05, 1.39021e-32, 0.0177146, 1.39021e-32
19.5493, 1.80268, 0.0172358, 1.32762e-32, 1.95005, 1.78544, 1.32762e-32, 0, 1.32762e-32, 1.32762e-32, 1.32762e-32, 1.32762e-32, 1.32762e-32, 1.32762e-32, 1.32762e-32, 1.32762e-32, 1.32762e-32, 1.32762e-32, 1.32762e-32, 1.19045e-05, 1.32762e-32, 0.0172239, 1.32762e-32
19.5572, 0, 0.0167576, 1.25035e-32, 1.41421, -0.0167576, 1.25035e-32, 0, 1.25035e-32, 1.25035e-32, 1.25035e-32, 1.25035e-32, 1.25035e-32, 1.25035e-32, 1.25035e-32, 1.25035e-32, 1.25035e-32, 1.25035e-32, 1.25035e-32, 1.38581e-05, 1.25035e-32, 0.0167437, 1.25035e-32
19.565, 0, 0.0162906, 1.16264e-32, 1.41421, -0.0162906, 1.16264e-32, 0, 1.16264e-32, 1.16264e-32, 1.16264e-32, 1.16264e-32, 1.16264e-32, 1.16264e-32, 1.16264e-32, 1.16264e-32, 1.16264e-32, 1.16264e-32, 1.16264e-32, 1.61827e-05, 1.16264e-32, 0.0162744, 1.16264e-32
19.5729, 0, 0.0158346, 1.06567e-32, 1.41421, -0.0158346, 1.06567e-32, 0, 1.06567e-32, 1.06567e-32, 1.06567e-32, 1.06567e-32, 1.06567e-32, 1.06567e-32, 1.06567e-32, 1.06567e-32, 1.06567e-32, 1.06567e-32, 1.06567e-32, 1.89547e-05, 1.06567e-32, 0.0158157, 1.06567e-32
19.5808, 0, 0.0153898, 9.61718e-33, 1.41421, -0.0153898, 9.61718e-33, 0, 9.61718e-33, 9.61718e-33, 9.61718e-33, 9.61718e-33, 9.61718e-33, 9.61718e-33, 9.61718e-33, 9.61718e-33, 9.61718e-33, 9.61718e-33, 9.61718e-33, 2.22685e-05, 9.61718e-33, 0.0153675, 9.61718e-33
19.5886, 0.182945, 0.0149565, 8.54699e-33, 1.47748, 0.167988, 8.54699e-33, 0, 8.54699e-33, 8.54699e-33, 8.54699e-33, 8.54699e-33, 8.54699e-33, 8.54699e-33, 8.54699e-33, 8.54699e-33, 8.54699e-33, 8.54699e-33, 8.54699e-33, 2.6227e-05, 8.54699e-33, 0.0149303, 8.54699e-33
19.5965, 0.997927, 0.0145346, 7.47826e-33, 1.73145, 0.983393, 7.47826e-33, 0, 7.47826e-33, 7.47826e-33, 7.47826e-33, 7.47826e-33, 7.47826e-33, 7.47826e-33, 7.47826e-33, 7.47826e-33, 7.47826e-33, 7.47826e-33, 7.47826e-33, 3.0976e-05, 7.47826e-33, 0.0145036, 7.47826e-33
19.6044, 0.819128, 0.0141242, 6.40021e-33, 1.67903, 0.805004, 6.40021e-33, 0, 6.40021e-33, 6.40021e-33, 6.40021e-33, 6.40021e-33, 6.40021e-33, 6.40021e-33, 6.40021e-33, 6.40021e-33, 6.40021e-33, 6.40021e-33, 6.40021e-33, 3.66909e-05, 6.40021e-33, 0.0140876, 6.40021e-33
19.6122, 0, 0.013726, 5.34537e-33, 1.41421, -0.013726, 5.34537e-33, 0, 5.34537e-33, 5.34537e-33, 5.34537e-33, 5.34537e-33, 5.34537e-33, 5.34537e-33, 5.34537e-33, 5.34537e-33, 5.34537e-33, 5.34537e-33, 5.34537e-33, 4.35855e-05, 5.34537e-33, 0.0136824, 5.34537e-33
19.6201, 0, 0.0133397, 4.33791e-33, 1.41421, -0.0133397, 4.33791e-33, 0, 4.33791e-33, 4.33791e-33, 4.33791e-33, 4.33791e-33, 4.33791e-33, 4.33791e-33, 4.33791e-33, 4.33791e-33, 4.33791e-33, 4.33791e-33, 4.33791e-33, 5.19368e-05, 4.33791e-33, 0.0132878, 4.33791e-33
19.628, 0, 0.012966, 3.40553e-33, 1.41421, -0.012966, 3.40553e-33, 0, 3.40553e-33, 3.40553e-33, 3.40553e-33, 3.40553e-33, 3.40553e-33, 3.40553e-33, 3.40553e-33, 3.40553e-33, 3.40553e-33, 3.40553e-33, 3.40553e-33, 6.20832e-05, 3.40553e-33, 0.0129039, 3.40553e-33
19.6358, 1, 0.0126051, 2.56892e-33, 1.73205, 0.987395, 2.56892e-33, 0, 2.56892e-33, 2.56892e-33, 2.56892e-33, 2.56892e-33, 2.56892e-33, 2.56892e-33, 2.56892e-33, 2.56892e-33, 2.56892e-33, 2.56892e-33, 2.56892e-33, 7.4448e-05, 2.56892e-33, 0.0125306, 2.56892e-33
19.6437, 0, 0.0122576, 1.8327e-33, 1.41421, -0.0122576, 1.8327e-33, 0, 1.8327e-33, 1.8327e-33, 1.8327e-33, 1.8327e-33, 1.8327e-33, 1.8327e-33, 1.8327e-33, 1.8327e-33, 1.8327e-33, 1.8327e-33, 1.8327e-33, 8.95562e-05, 1.8327e-33, 0.012168, 1.8327e-33
19.6515, 0, 0.011924, 1.2093e-33, 1.41421, -0.011924, 1.2093e-33, 0, 1.2093e-33, 1.2093e-33, 1.2093e-33, 1.2093e-33, 1.2093e-33, 1.2093e-33, 1.2093e-33, 1.2093e-33, 1.2093e-33, 1.2093e-33, 1.2093e-33, 0.000108057, 1.2093e-33, 0.011816, 1.2093e-33
19.6594, 0, 0.0116053, 6.96466e-34, 1.41421, -0.0116053, 6.96466e-34, 0, 6.96466e-34, 6.96466e-34, 6.96466e-34, 6.96466e-34, 6.96466e-34, 6.96466e-34, 6.96466e-34, 6.96466e-34, 6.96466e-34, 6.96466e-34, 6.96466e-34, 0.000130749, 6.96466e-34, 0.0114745, 6.96466e-34
19.6673, 0, 0.0113022, 3.13179e-34, 1.41421, -0.0113022, 3.13179e-34, 0, 3.13179e-34, 3.13179e-34, 3.13179e-34, 3.13179e-34, 3.13179e-34, 3.13179e-34, 3.13179e-34, 3.13179e-34, 3.13179e-34, 3.13179e-34, 3.13179e-34, 0.00015861, 3.13179e-34, 0.0111436, 3.13179e-34
19.6751, 0, 0.0110159, 7.82948e-35, 1.41421, -0.0110159, 7.82948e-35, 0, 7.82948e-35, 7.82948e-35, 7.82948e-35, 7.82948e-35, 7.82948e-35, 7.82948e-35, 7.82948e-35, 7.82948e-35, 7.82948e-35, 7.82948e-35, 7.82948e-35, 0.000192832, 7.82948e-35, 0.0108231, 7.82948e-35
19.683, 0, 0.0107478, 0, 1.41421, -0.0107478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000234855, 0, 0.010513, 0
19.6909, 0, 0.0104996, 0, 1.41421, -0.0104996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000286414, 0, 0.0102132, 0
19.6987, 0, 0.0102733, 0, 1.41421, -0.0102733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000349581, 0, 0.00992368, 0
19.7066, 0, 0.0100711, 0, 1.41421, -0.0100711, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000426816, 0, 0.00964427, 0
19.7145, 0, 0.00989591, 0, 1.41421, -0.00989591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000520995, 0, 0.00937492, 0
19.7223, 0, 0.0097509, 0, 1.41421, -0.0097509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000635592, 0, 0.00911531, 0
19.7302, 0, 0.00963996, 0, 1.41421, -0.00963996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000774475, 0, 0.00886549, 0
19.7381, 0, 0.00956746, 0, 1.41421, -0.00956746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000942175, 0, 0.00862529, 0
19.7459, 0, 0.00953837, 0, 1.41421, -0.00953837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00114404, 0, 0.00839433, 0
19.7538, 0, 0.00955846, 0, 1.41421, -0.00955846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00138586, 0, 0.0081726, 0
19.7617, 0, 0.00963414, 0, 1.41421, -0.00963414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00167426, 0, 0.00795988, 0
19.7695, 0, 0.0097727, 0, 1.41421, -0.0097727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00201692, 0, 0.00775578, 0
19.7774, 0, 0.00998209, 0, 1.41421, -0.00998209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00242189, 0, 0.0075602, 0
19.7853, 0, 0.010271, 0, 1.41421, -0.010271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00289815, 0, 0.00737289, 0
19.7931, 0, 0.0106494, 0, 1.41421, -0.0106494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00345599, 0, 0.00719343, 0
19.801, 0, 0.0111272, 0, 1.41421, -0.0111272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00410547, 0, 0.00702173, 0
19.8089, 0, 0.0117159, 0, 1.41421, -0.0117159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00485862, 0, 0.00685733, 0
19.8167, 0, 0.012427, 0, 1.41421, -0.012427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00572693, 0, 0.00670004, 0
19.8246, 0, 0.0132724, 0, 1.41421, -0.0132724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00672284, 0, 0.00654957, 0
19.8324, 0, 0.0142656, 0, 1.41421, -0.0142656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00786012, 0, 0.00640553, 0
19.8403, 0, 0.0154189, 0, 1.41421, -0.0154189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00915121, 0, 0.0062677, 0
19.8482, 0, 0.0167451, 0, 1.41421, -0.0167451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0106093, 0, 0.00613579, 0
19.856, 0, 0.0182581, 0, 1.41421, -0.0182581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0122487, 0, 0.00600942, 0
19.8639, 0, 0.0199695, 0, 1.41421, -0.0199695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0140811, 0, 0.00588838, 0
19.8718, 0, 0.0218911, 3.14908e-22, 1.41421, -0.0218911, 3.14908e-22, 0, 3.14908e-22, 3.14908e-22, 3.14908e-22, 3.14908e-22, 3.14908e-22, 3.14908e-22, 3.14908e-22, 3.14908e-22, 3.14908e-22, 3.14908e-22, 3.14908e-22, 0.0161187, 3.14908e-22, 0.00577241, 3.14908e-22
19.8796, 0, 0.0240356, 1.18021e-21, 1.41421, -0.0240356, 1.18021e-21, 0, 1.18021e-21, 1.18021e-21, 1.18021e-21, 1.18021e-21, 1.18021e-21, 1.18021e-21, 1.18021e-21, 1.18021e-21, 1.18021e-21, 1.18021e-21, 1.18021e-21, 0.0183744, 1.18021e-21, 0.00566113, 1.18021e-21
19.8875, 0, 0.0264108, 2.50772e-21, 1.41421, -0.0264108, 2.50772e-21, 0, 2.50772e-21, 2.50772e-21, 2.50772e-21, 2.50772e-21, 2.50772e-21, 2.50772e-21, 2.50772e-21, 2.50772e-21, 2.50772e-21, 2.50772e-21, 2.50772e-21, 0.0208564, 2.50772e-21, 0.00555442, 2.50772e-21
19.8954, 0, 0.0290272, 4.20143e-21, 1.41421, -0.0290272, 4.20143e-21, 0, 4.20143e-21, 4.20143e-21, 4.20143e-21, 4.20143e-21, 4.20143e-21, 4.20143e-21, 4.20143e-21, 4.20143e-21, 4.20143e-21, 4.20143e-21, 4.20143e-21, 0.0235753, 4.20143e-21, 0.00545193, 4.20143e-21
19.9032, 0, 0.0318922, 6.20938e-21, 1.41421, -0.0318922, 6.20938e-21, 0, 6.20938e-21, 6.20938e-21, 6.20938e-21, 6.20938e-21, 6.20938e-21, 6.20938e-21, 6.20938e-21, 6.20938e-21, 6.20938e-21, 6.20938e-21, 6.20938e-21, 0.0265387, 6.20938e-21, 0.00535345, 6.20938e-21
19.9111, 0.0842836, 0.0350088, 8.46329e-21, 1.4437, 0.0492748, 8.46329e-21, 0, 8.46329e-21, 8.46329e-21, 8.46329e-21, 8.46329e-21, 8.46329e-21, 8.46329e-21, 8.46329e-21, 8.46329e-21, 8.46329e-21, 8.46329e-21, 8.46329e-21, 0.02975, 8.46329e-21, 0.00525881, 8.46329e-21
19.919, 0.915716, 0.0383826, 1.09143e-20, 1.70755, 0.877334, 1.09143e-20, 0, 1.09143e-20, 1.09143e-20, 1.09143e-20, 1.09143e-20, 1.09143e-20, 1.09143e-20, 1.09143e-20, 1.09143e-20, 1.09143e-20, 1.09143e-20, 1.09143e-20, 0.0332148, 1.09143e-20, 0.00516774, 1.09143e-20
19.9268, 0, 0.0420148, 1.3554e-20, 1.41421, -0.0420148, 1.3554e-20, 0, 1.3554e-20, 1.3554e-20, 1.3554e-20, 1.3554e-20, 1.3554e-20, 1.3554e-20, 1.3554e-20, 1.3554e-20, 1.3554e-20, 1.3554e-20, 1.3554e-20, 0.0369347, 1.3554e-20, 0.00508006, 1.3554e-20
19.9347, 0, 0.0459013, 1.62259e-20, 1.41421, -0.0459013, 1.62259e-20, 0, 1.62259e-20, 1.62259e-20, 1.62259e-20, 1.62259e-20, 1.62259e-20, 1.62259e-20, 1.62259e-20, 1.62259e-20, 1.62259e-20, 1.62259e-20, 1.62259e-20, 0.0409056, 1.62259e-20, 0.00499565, 1.62259e-20
19.9426, 0, 0.0500411, 1.89008e-20, 1.41421, -0.0500411, 1.89008e-20, 0, 1.89008e-20, 1.89008e-20, 1.89008e-20, 1.89008e-20, 1.89008e-20, 1.89008e-20, 1.89008e-20, 1.89008e-20, 1.89008e-20, 1.89008e-20, 1.89008e-20, 0.0451268, 1.89008e-20, 0.00491428, 1.89008e-20
19.9504, 0.0718889, 0.054428, 2.14118e-20, 1.43941, 0.0174609, 2.14118e-20, 0, 2.14118e-20, 2.14118e-20, 2.14118e-20, 2.14118e-20, 2.14118e-20, 2.14118e-20, 2.14118e-20, 2.14118e-20, 2.14118e-20, 2.14118e-20, 2.14118e-20, 0.0495922, 2.14118e-20, 0.00483581, 2.14118e-20
19.9583, 0.928111, 0.0590496, 2.37588e-20, 1.71117, 0.869061, 2.37588e-20, 0, 2.37588e-20, 2.37588e-20, 2.37588e-20, 2.37588e-20, 2.37588e-20, 2.37588e-20, 2.37588e-20, 2.37588e-20, 2.37588e-20, 2.37588e-20, 2.37588e-20, 0.0542894, 2.37588e-20, 0.00476017, 2.37588e-20
19.9662, 0.067179, 0.0638976, 2.59939e-20, 1.43777, 0.00328134, 2.59939e-20, 0, 2.59939e-20, 2.59939e-20, 2.59939e-20, 2.59939e-20, 2.59939e-20, 2.59939e-20, 2.59939e-20, 2.59939e-20, 2.59939e-20, 2.59939e-20, 2.59939e-20, 0.0592105, 2.59939e-20, 0.00468718, 2.59939e-20
19.974, 0.997737, 0.0689567, 2.80085e-20, 1.7314, 0.92878, 2.80085e-20, 0, 2.80085e-20, 2.80085e-20, 2.80085e-20, 2.80085e-20, 2.80085e-20, 2.80085e-20, 2.80085e-20, 2.80085e-20, 2.80085e-20, 2.80085e-20, 2.80085e-20, 0.0643399, 2.80085e-20, 0.00461676, 2.80085e-20
19.9819, 0.935084, 0.0742099, 2.97234e-20, 1.71321, 0.860874, 2.97234e-20, 0, 2.97234e-20, 2.97234e-20, 2.97234e-20, 2.97234e-20, 2.97234e-20, 2.97234e-20, 2.97234e-20, 2.97234e-20, 2.97234e-20, 2.97234e-20, 2.97234e-20, 0.069661, 2.97234e-20, 0.00454882, 2.97234e-20
19.9897, 1, 0.079638, 3.11338e-20, 1.73205, 0.920362, 3.11338e-20, 0, 3.11338e-20, 3.11338e-20, 3.11338e-20, 3.11338e-20, 3.11338e-20, 3.11338e-20, 3.11338e-20, 3.11338e-20, 3.11338e-20, 3.11338e-20, 3.11338e-20, 0.0751547, 3.11338e-20, 0.00448328, 3.11338e-20
19.9976, 0, 0.0852194, 3.23016e-20, 1.41421, -0.0852194, 3.23016e-20, 0, 3.23016e-20, 3.23016e-20, 3.23016e-20, 3.23016e-20, 3.23016e-20, 3.23016e-20, 3.23016e-20, 3.23016e-20, 3.23016e-20, 3.23016e-20, 3.23016e-20, 0.0807994, 3.23016e-20, 0.00442008, 3.23016e-20
20.0055, 1, 0.0909304, 3.30018e-20, 1.73205, 0.90907, 3.30018e-20, 0, 3.30018e-20, 3.30018e-20, 3.30018e-20, 3.30018e-20, 3.30018e-20, 3.30018e-20, 3.30018e-20, 3.30018e-20, 3.30018e-20, 3.30018e-20, 3.30018e-20, 0.0865713, 3.30018e-20, 0.00435917, 3.30018e-20
20.0133, 0.0528012, 0.0967451, 3.32883e-20, 1.43276, -0.0439439, 3.32883e-20, 0, 3.32883e-20, 3.32883e-20, 3.32883e-20, 3.32883e-20, 3.32883e-20, 3.32883e-20, 3.32883e-20, 3.32883e-20, 3.32883e-20, 3.32883e-20, 3.32883e-20, 0.0924446, 3.32883e-20, 0.00430051, 3.32883e-20
20.0212, 0.947199, 0.102636, 3.32414e-20, 1.71674, 0.844563, 3.32414e-20, 0, 3.32414e-20, 3.32414e-20, 3.32414e-20, 3.32414e-20, 3.32414e-20, 3.32414e-20, 3.32414e-20, 3.32414e-20, 3.32414e-20, 3.32414e-20, 3.32414e-20, 0.0983916, 3.32414e-20, 0.00424407, 3.32414e-20
20.0291, 0, 0.108573, 3.292e-20, 1.41421, -0.108573, 3.292e-20, 0, 3.292e-20, 3.292e-20, 3.292e-20, 3.292e-20, 3.292e-20, 3.292e-20, 3.292e-20, 3.292e-20, 3.292e-20, 3.292e-20, 3.292e-20, 0.104383, 3.292e-20, 0.00418983, 3.292e-20
20.0369, 0, 0.114525, 3.24105e-20, 1.41421, -0.114525, 3.24105e-20, 0, 3.24105e-20, 3.24105e-20, 3.24105e-20, 3.24105e-20, 3.24105e-20, 3.24105e-20, 3.24105e-20, 3.24105e-20, 3.24105e-20, 3.24105e-20, 3.24105e-20, 0.110387, 3.24105e-20, 0.00413779, 3.24105e-20
20.0448, 0, 0.120459, 3.16363e-20, 1.41421, -0.120459, 3.16363e-20, 0, 3.16363e-20, 3.16363e-20, 3.16363e-20, 3.16363e-20, 3.16363e-20, 3.16363e-20, 3.16363e-20, 3.16363e-20, 3.16363e-20, 3.16363e-20, 3.16363e-20, 0.116371, 3.16363e-20, 0.00408795, 3.16363e-20
20.0527, 0, 0.126343, 3.06533e-20, 1.41421, -0.126343, 3.06533e-20, 0, 3.06533e-20, 3.06533e-20, 3.06533e-20, 3.06533e-20, 3.06533e-20, 3.06533e-20, 3.06533e-20, 3.06533e-20, 3.06533e-20, 3.06533e-20, 3.06533e-20, 0.122303, 3.06533e-20, 0.00404032, 3.06533e-20
20.0605, 0, 0.13214, 2.94533e-20, 1.41421, -0.13214, 2.94533e-20, 0, 2.94533e-20, 2.94533e-20, 2.94533e-20, 2.94533e-20, 2.94533e-20, 2.94533e-20, 2.94533e-20, 2.94533e-20, 2.94533e-20, 2.94533e-20, 2.94533e-20, 0.128145, 2.94533e-20, 0.00399492, 2.94533e-20
20.0684, 0, 0.137814, 2.80979e-20, 1.41421, -0.137814, 2.80979e-20, 0, 2.80979e-20, 2.80979e-20, 2.80979e-20, 2.80979e-20, 2.80979e-20, 2.80979e-20, 2.80979e-20, 2.80979e-20, 2.80979e-20, 2.80979e-20, 2.80979e-20, 0.133863, 2.80979e-20, 0.00395177, 2.80979e-20
20.0763, 0, 0.143329, 2.6655e-20, 1.41421, -0.143329, 2.6655e-20, 0, 2.6655e-20, 2.6655e-20, 2.6655e-20, 2.6655e-20, 2.6655e-20, 2.6655e-20, 2.6655e-20, 2.6655e-20, 2.6655e-20, 2.6655e-20, 2.6655e-20, 0.139418, 2.6655e-20, 0.00391092, 2.6655e-20
20.0841, 0, 0.148647, 2.49062e-20, 1.41421, -0.148647, 2.49062e-20, 0, 2.49062e-20, 2.49062e-20, 2.49062e-20, 2.49062e-20, 2.49062e-20, 2.49062e-20, 2.49062e-20, 2.49062e-20, 2.49062e-20, 2.49062e-20, 2.49062e-20, 0.144775, 2.49062e-20, 0.00387239, 2.49062e-20
20.092, 1, 0.15373, 2.29146e-20, 1.73205, 0.84627, 2.29146e-20, 0, 2.29146e-20, 2.29146e-20, 2.29146e-20, 2.29146e-20, 2.29146e-20, 2.29146e-20, 2.29146e-20, 2.29146e-20, 2.29146e-20, 2.29146e-20, 2.29146e-20, 0.149893, 2.29146e-20, 0.00383624, 2.29146e-20
20.0999, 0, 0.158538, 2.07969e-20, 1.41421, -0.158538, 2.07969e-20, 0, 2.07969e-20, 2.07969e-20, 2.07969e-20, 2.07969e-20, 2.07969e-20, 2.07969e-20, 2.07969e-20, 2.07969e-20, 2.07969e-20, 2.07969e-20, 2.07969e-20, 0.154736, 2.07969e-20, 0.00380251, 2.07969e-20
20.1077, 1, 0.163034, 1.86519e-20, 1.73205, 0.836966, 1.86519e-20, 0, 1.86519e-20, 1.86519e-20, 1.86519e-20, 1.86519e-20, 1.86519e-20, 1.86519e-20, 1.86519e-20, 1.86519e-20, 1.86519e-20, 1.86519e-20, 1.86519e-20, 0.159263, 1.86519e-20, 0.00377127, 1.86519e-20
20.1156, 0, 0.16718, 1.65626e-20, 1.41421, -0.16718, 1.65626e-20, 0, 1.65626e-20, 1.65626e-20, 1.65626e-20, 1.65626e-20, 1.65626e-20, 1.65626e-20, 1.65626e-20, 1.65626e-20, 1.65626e-20, 1.65626e-20, 1.65626e-20, 0.163438, 1.65626e-20, 0.00374256, 1.65626e-20
20.1235, 0, 0.170939, 1.45973e-20, 1.41421, -0.170939, 1.45973e-20, 0, 1.45973e-20, 1.45973e-20, 1.45973e-20, 1.45973e-20, 1.45973e-20, 1.45973e-20, 1.45973e-20, 1.45973e-20, 1.45973e-20, 1.45973e-20, 1.45973e-20, 0.167222, 1.45973e-20, 0.00371646, 1.45973e-20
20.1313, 0.0168567, 0.174274, 1.29563e-20, 1.42016, -0.157417, 1.29563e-20, 0, 1.29563e-20, 1.29563e-20, 1.29563e-20, 1.29563e-20, 1.29563e-20, 1.29563e-20, 1.29563e-20, 1.29563e-20, 1.29563e-20, 1.29563e-20, 1.29563e-20, 0.170581, 1.29563e-20, 0.00369302, 1.29563e-20
20.1392, 0.983143, 0.177151, 1.12577e-20, 1.72718, 0.805993, 1.12577e-20, 0, 1.12577e-20, 1.12577e-20, 1.12577e-20, 1.12577e-20, 1.12577e-20, 1.12577e-20, 1.12577e-20, 1.12577e-20, 1.12577e-20, 1.12577e-20, 1.12577e-20, 0.173478, 1.12577e-20, 0.00367231, 1.12577e-20
20.1471, 0, 0.179537, 9.56138e-21, 1.41421, -0.179537, 9.56138e-21, 0, 9.56138e-21, 9.56138e-21, 9.56138e-21, 9.56138e-21, 9.56138e-21, 9.56138e-21, 9.56138e-21, 9.56138e-21, 9.56138e-21, 9.56138e-21, 9.56138e-21, 0.175882, 9.56138e-21, 0.00365439, 9.56138e-21
20.1549, 0, 0.181404, 7.95027e-21, 1.41421, -0.181404, 7.95027e-21, 0, 7.95027e-21, 7.95027e-21, 7.95027e-21, 7.95027e-21, 7.95027e-21, 7.95027e-21, 7.95027e-21, 7.95027e-21, 7.95027e-21, 7.95027e-21, 7.95027e-21, 0.177765, 7.95027e-21, 0.00363933, 7.95027e-21
20.1628, 0, 0.182726, 6.48771e-21, 1.41421, -0.182726, 6.48771e-21, 0, 6.48771e-21, 6.48771e-21, 6.48771e-21, 6.48771e-21, 6.48771e-21, 6.48771e-21, 6.48771e-21, 6.48771e-21, 6.48771e-21, 6.48771e-21, 6.48771e-21, 0.179099, 6.48771e-21, 0.0036272, 6.48771e-21
20.1706, 0.00446207, 0.183481, 5.4197e-21, 1.41579, -0.179018, 5.4197e-21, 0, 5.4197e-21, 5.4197e-21, 5.4197e-21, 5.4197e-21, 5.4197e-21, 5.4197e-21, 5.4197e-21, 5.4197e-21, 5.4197e-21, 5.4197e-21, 5.4197e-21, 0.179863, 5.4197e-21, 0.00361805, 5.4197e-21
20.1785, 0.998016, 0.18365, 4.34788e-21, 1.73148, 0.814365, 4.34788e-21, 0, 4.34788e-21, 4.34788e-21, 4.34788e-21, 4.34788e-21, 4.34788e-21, 4.34788e-21, 4.34788e-21, 4.34788e-21, 4.34788e-21, 4.34788e-21, 4.34788e-21, 0.180038, 4.34788e-21, 0.00361193, 4.34788e-21
20.1864, 0.997027, 0.183223, 3.318e-21, 1.73119, 0.813804, 3.318e-21, 0, 3.318e-21, 3.318e-21, 3.318e-21, 3.318e-21, 3.318e-21, 3.318e-21, 3.318e-21, 3.318e-21, 3.318e-21, 3.318e-21, 3.318e-21, 0.179614, 3.318e-21, 0.00360891, 3.318e-21
20.1942, 0.00049554, 0.182193, 2.39489e-21, 1.41439, -0.181697, 2.39489e-21, 0, 2.39489e-21, 2.39489e-21, 2.39489e-21, 2.39489e-21, 2.39489e-21, 2.39489e-21, 2.39489e-21, 2.39489e-21, 2.39489e-21, 2.39489e-21, 2.39489e-21, 0.178584, 2.39489e-21, 0.00360903, 2.39489e-21
20.2021, 0, 0.180558, 1.62193e-21, 1.41421, -0.180558, 1.62193e-21, 0, 1.62193e-21, 1.62193e-21, 1.62193e-21, 1.62193e-21, 1.62193e-21, 1.62193e-21, 1.62193e-21, 1.62193e-21, 1.62193e-21, 1.62193e-21, 1.62193e-21, 0.176945, 1.62193e-21, 0.00361234, 1.62193e-21
20.21, 0, 0.178325, 1.10731e-21, 1.41421, -0.178325, 1.10731e-21, 0, 1.10731e-21, 1.10731e-21, 1.10731e-21, 1.10731e-21, 1.10731e-21, 1.10731e-21, 1.10731e-21, 1.10731e-21, 1.10731e-21, 1.10731e-21, 1.10731e-21, 0.174706, 1.10731e-21, 0.00361887, 1.10731e-21
