   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_69.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
19.2208, 0, 0.151593, 0.0311092, 1.41421, -0.151593, 0.0311092, 0, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311092, 0.0311115, 0.0311092, 0.151591, 0.0311092, 0.0311092
19.2286, 0, 0.147255, 0.0295962, 1.41421, -0.147255, 0.0295962, 0, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295962, 0.0295984, 0.0295962, 0.147253, 0.0295962, 0.0295962
19.2364, 0, 0.142993, 0.028068, 1.41421, -0.142993, 0.028068, 0, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.028068, 0.0280702, 0.028068, 0.142991, 0.028068, 0.028068
19.2441, 0, 0.138831, 0.0265546, 1.41421, -0.138831, 0.0265546, 0, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265546, 0.0265569, 0.0265546, 0.138828, 0.0265546, 0.0265546
19.2519, 0.231417, 0.134794, 0.0250832, 1.49379, 0.0966231, 0.0250832, 0, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250832, 0.0250854, 0.0250832, 0.134792, 0.0250832, 0.0250832
19.2597, 1.99739, 0.131075, 0.0238492, 1.99935, 1.86631, 0.0238492, 0, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238492, 0.0238515, 0.0238492, 0.131073, 0.0238492, 0.0238492
19.2675, 0.771195, 0.127366, 0.0225471, 1.66469, 0.643829, 0.0225471, 0, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225471, 0.0225494, 0.0225471, 0.127363, 0.0225471, 0.0225471
19.2753, 0.224095, 0.123686, 0.0212005, 1.49134, 0.100409, 0.0212005, 0, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212005, 0.0212027, 0.0212005, 0.123683, 0.0212005, 0.0212005
19.2831, 0.775905, 0.12008, 0.019856, 1.6661, 0.655825, 0.019856, 0, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.019856, 0.0198582, 0.019856, 0.120077, 0.019856, 0.019856
19.2909, 0, 0.116586, 0.0185555, 1.41421, -0.116586, 0.0185555, 0, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185555, 0.0185578, 0.0185555, 0.116584, 0.0185555, 0.0185555
19.2986, 0, 0.113412, 0.0175074, 1.41421, -0.113412, 0.0175074, 0, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175074, 0.0175097, 0.0175074, 0.11341, 0.0175074, 0.0175074
19.3064, 0, 0.110227, 0.0163848, 1.41421, -0.110227, 0.0163848, 0, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163848, 0.0163871, 0.0163848, 0.110224, 0.0163848, 0.0163848
19.3142, 0, 0.107053, 0.0152121, 1.41421, -0.107053, 0.0152121, 0, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152121, 0.0152143, 0.0152121, 0.10705, 0.0152121, 0.0152121
19.322, 1, 0.10394, 0.014041, 1.73205, 0.89606, 0.014041, 0, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.014041, 0.0140432, 0.014041, 0.103937, 0.014041, 0.014041
19.3298, 1, 0.10093, 0.0129168, 1.73205, 0.89907, 0.0129168, 0, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.0129168, 0.012919, 0.0129168, 0.100928, 0.0129168, 0.0129168
19.3376, 0, 0.0982386, 0.0120562, 1.41421, -0.0982386, 0.0120562, 0, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120562, 0.0120585, 0.0120562, 0.0982364, 0.0120562, 0.0120562
19.3453, 0, 0.0955348, 0.0111311, 1.41421, -0.0955348, 0.0111311, 0, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111311, 0.0111334, 0.0111311, 0.0955325, 0.0111311, 0.0111311
19.3531, 0, 0.0928404, 0.0101657, 1.41421, -0.0928404, 0.0101657, 0, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.0101657, 0.010168, 0.0101657, 0.0928381, 0.0101657, 0.0101657
19.3609, 0, 0.0902001, 0.0092074, 1.41421, -0.0902001, 0.0092074, 0, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.0092074, 0.00920968, 0.0092074, 0.0901978, 0.0092074, 0.0092074
19.3687, 0, 0.0876531, 0.00829649, 1.41421, -0.0876531, 0.00829649, 0, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829649, 0.00829877, 0.00829649, 0.0876509, 0.00829649, 0.00829649
19.3765, 1, 0.0853672, 0.00760495, 1.73205, 0.914633, 0.00760495, 0, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760495, 0.00760724, 0.00760495, 0.0853649, 0.00760495, 0.00760495
19.3843, 0, 0.0830765, 0.00686804, 1.41421, -0.0830765, 0.00686804, 0, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00686804, 0.00687033, 0.00686804, 0.0830742, 0.00686804, 0.00686804
19.3921, 0, 0.0808001, 0.0061075, 1.41421, -0.0808001, 0.0061075, 0, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.0061075, 0.00610979, 0.0061075, 0.0807978, 0.0061075, 0.0061075
19.3998, 0, 0.0785737, 0.00536295, 1.41421, -0.0785737, 0.00536295, 0, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536295, 0.00536524, 0.00536295, 0.0785715, 0.00536295, 0.00536295
19.4076, 1, 0.0764285, 0.00466677, 1.73205, 0.923572, 0.00466677, 0, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466677, 0.00466907, 0.00466677, 0.0764262, 0.00466677, 0.00466677
19.4154, 0, 0.0744954, 0.00415277, 1.41421, -0.0744954, 0.00415277, 0, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415277, 0.00415506, 0.00415277, 0.0744931, 0.00415277, 0.00415277
19.4232, 0, 0.0725635, 0.00361349, 1.41421, -0.0725635, 0.00361349, 0, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361349, 0.00361578, 0.00361349, 0.0725612, 0.00361349, 0.00361349
19.431, 0, 0.07065, 0.00306777, 1.41421, -0.07065, 0.00306777, 0, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00306777, 0.00307007, 0.00306777, 0.0706477, 0.00306777, 0.00306777
19.4388, 0, 0.0687837, 0.00254671, 1.41421, -0.0687837, 0.00254671, 0, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254671, 0.00254902, 0.00254671, 0.0687814, 0.00254671, 0.00254671
19.4466, 0, 0.0669853, 0.00207412, 1.41421, -0.0669853, 0.00207412, 0, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207412, 0.00207643, 0.00207412, 0.066983, 0.00207412, 0.00207412
19.4543, 0, 0.0653397, 0.00173579, 1.41421, -0.0653397, 0.00173579, 0, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.00173579, 0.0017381, 0.00173579, 0.0653374, 0.00173579, 0.00173579
19.4621, 0, 0.0637068, 0.00139358, 1.41421, -0.0637068, 0.00139358, 0, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.00139358, 0.0013959, 0.00139358, 0.0637045, 0.00139358, 0.00139358
19.4699, 0, 0.0621011, 0.00106327, 1.41421, -0.0621011, 0.00106327, 0, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106327, 0.00106559, 0.00106327, 0.0620988, 0.00106327, 0.00106327
19.4777, 1, 0.0605434, 0.000766712, 1.73205, 0.939457, 0.000766712, 0, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000766712, 0.000769031, 0.000766712, 0.0605411, 0.000766712, 0.000766712
19.4855, 0, 0.0590479, 0.00051853, 1.41421, -0.0590479, 0.00051853, 0, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.00051853, 0.000520855, 0.00051853, 0.0590456, 0.00051853, 0.00051853
19.4933, 0, 0.0576512, 0.000355506, 1.41421, -0.0576512, 0.000355506, 0, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000355506, 0.000357837, 0.000355506, 0.0576489, 0.000355506, 0.000355506
19.5011, 0, 0.0562862, 0.000210578, 1.41421, -0.0562862, 0.000210578, 0, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000210578, 0.000212918, 0.000210578, 0.0562838, 0.000210578, 0.000210578
19.5088, 0, 0.0549654, 9.59925e-05, 1.41421, -0.0549654, 9.59925e-05, 0, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.59925e-05, 9.83469e-05, 9.59925e-05, 0.0549631, 9.59925e-05, 9.59925e-05
19.5166, 0, 0.0537016, 2.39981e-05, 1.41421, -0.0537016, 2.39981e-05, 0, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.39981e-05, 2.63722e-05, 2.39981e-05, 0.0536993, 2.39981e-05, 2.39981e-05
19.5244, 0, 0.0525007, 0, 1.41421, -0.0525007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40264e-06, 0, 0.0524983, 0, 0
19.5322, 0, 0.0513392, 0, 1.41421, -0.0513392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44419e-06, 0, 0.0513367, 0, 0
19.54, 0, 0.0501933, 0, 1.41421, -0.0501933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50445e-06, 0, 0.0501908, 0, 0
19.5478, 0, 0.0490632, 2.80135e-34, 1.41421, -0.0490632, 2.80135e-34, 0, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.80135e-34, 2.59135e-06, 2.80135e-34, 0.0490606, 2.80135e-34, 2.80135e-34
19.5555, 0, 0.0479486, 1.12054e-33, 1.41421, -0.0479486, 1.12054e-33, 0, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 1.12054e-33, 2.7156e-06, 1.12054e-33, 0.0479459, 1.12054e-33, 1.12054e-33
19.5633, 0, 0.0468491, 7.0324e-11, 1.41421, -0.0468491, 7.0324e-11, 0, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 7.0324e-11, 2.89169e-06, 7.0324e-11, 0.0468462, 7.0324e-11, 7.0324e-11
19.5711, 0, 0.0457638, 1.7581e-11, 1.41421, -0.0457638, 1.7581e-11, 0, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 1.7581e-11, 3.13836e-06, 1.7581e-11, 0.0457606, 1.7581e-11, 1.7581e-11
19.5789, 0, 0.0446915, 4.48216e-33, 1.41421, -0.0446915, 4.48216e-33, 0, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 4.48216e-33, 3.48036e-06, 4.48216e-33, 0.044688, 4.48216e-33, 4.48216e-33
19.5867, 0.127849, 0.0436308, 1.41743e-08, 1.45871, 0.0842185, 1.41743e-08, 0, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 1.41743e-08, 3.96327e-06, 1.41743e-08, 0.0436269, 1.41743e-08, 1.41743e-08
19.5945, 0.872151, 0.042581, 2.66747e-08, 1.69474, 0.82957, 2.66747e-08, 0, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 2.66747e-08, 4.60994e-06, 2.66747e-08, 0.0425764, 2.66747e-08, 2.66747e-08
19.6023, 0, 0.0415399, 1.78383e-08, 1.41421, -0.0415399, 1.78383e-08, 0, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 1.78383e-08, 5.44918e-06, 1.78383e-08, 0.0415344, 1.78383e-08, 1.78383e-08
19.61, 0, 0.0405063, 4.45957e-09, 1.41421, -0.0405063, 4.45957e-09, 0, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 4.45957e-09, 6.55571e-06, 4.45957e-09, 0.0404997, 4.45957e-09, 4.45957e-09
19.6178, 0, 0.0394802, 1.79287e-32, 1.41421, -0.0394802, 1.79287e-32, 0, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 8.01001e-06, 1.79287e-32, 0.0394722, 1.79287e-32, 1.79287e-32
19.6256, 0, 0.0384603, 3.54354e-08, 1.41421, -0.0384603, 3.54354e-08, 0, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 3.54354e-08, 9.92267e-06, 3.54354e-08, 0.0384504, 3.54354e-08, 3.54354e-08
19.6334, 0.113479, 0.0374475, 6.67543e-08, 1.45378, 0.0760312, 6.67543e-08, 0, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 6.67543e-08, 1.23359e-05, 6.67543e-08, 0.0374352, 6.67543e-08, 6.67543e-08
19.6412, 0.886521, 0.0364426, 4.4651e-08, 1.69898, 0.850079, 4.4651e-08, 0, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 4.4651e-08, 1.52952e-05, 4.4651e-08, 0.0364274, 4.4651e-08, 4.4651e-08
19.649, 0, 0.0354465, 1.11627e-08, 1.41421, -0.0354465, 1.11627e-08, 0, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.11627e-08, 1.8945e-05, 1.11627e-08, 0.0354276, 1.11627e-08, 1.11627e-08
19.6568, 0, 0.0344623, 1.79287e-32, 1.41421, -0.0344623, 1.79287e-32, 0, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 2.34175e-05, 1.79287e-32, 0.0344389, 1.79287e-32, 1.79287e-32
19.6645, 0, 0.0334928, 5.85964e-08, 1.41421, -0.0334928, 5.85964e-08, 0, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 5.85964e-08, 2.88575e-05, 5.85964e-08, 0.033464, 5.85964e-08, 5.85964e-08
19.6723, 0, 0.0325406, 1.10379e-07, 1.41421, -0.0325406, 1.10379e-07, 0, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 1.10379e-07, 3.52794e-05, 1.10379e-07, 0.0325054, 1.10379e-07, 1.10379e-07
19.6801, 0.0986614, 0.03161, 7.38296e-08, 1.44868, 0.0670514, 7.38296e-08, 0, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 7.38296e-08, 4.26643e-05, 7.38296e-08, 0.0315674, 7.38296e-08, 7.38296e-08
19.6879, 0.901339, 0.0307046, 1.84574e-08, 1.70333, 0.870634, 1.84574e-08, 0, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 1.84574e-08, 5.11284e-05, 1.84574e-08, 0.0306535, 1.84574e-08, 1.84574e-08
19.6957, 0, 0.0298284, 1.79287e-32, 1.41421, -0.0298284, 1.79287e-32, 0, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 1.79287e-32, 6.07403e-05, 1.79287e-32, 0.0297676, 1.79287e-32, 1.79287e-32
19.7035, 0, 0.0289849, 8.68719e-08, 1.41421, -0.0289849, 8.68719e-08, 0, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 8.68719e-08, 7.15435e-05, 8.68719e-08, 0.0289134, 8.68719e-08, 8.68719e-08
19.7113, 0, 0.0281771, 1.63982e-07, 1.41421, -0.0281771, 1.63982e-07, 0, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 1.63982e-07, 8.33572e-05, 1.63982e-07, 0.0280939, 1.63982e-07, 1.63982e-07
19.719, 0, 0.0274075, 1.09734e-07, 1.41421, -0.0274075, 1.09734e-07, 0, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 1.09734e-07, 9.59541e-05, 1.09734e-07, 0.0273117, 1.09734e-07, 1.09734e-07
19.7268, 0, 0.0266782, 2.74335e-08, 1.41421, -0.0266782, 2.74335e-08, 0, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 2.74335e-08, 0.000109297, 2.74335e-08, 0.0265689, 2.74335e-08, 2.74335e-08
19.7346, 0, 0.0259904, 1.00849e-32, 1.41421, -0.0259904, 1.00849e-32, 0, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 1.00849e-32, 0.000123306, 1.00849e-32, 0.0258671, 1.00849e-32, 1.00849e-32
