   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_118.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
20.0544, 1, 0.217383, 0.0554941, 1.73205, 0.782617, 0, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.0554941, 0.201634, 0.0554941, 0.071243, 0.0554941, 0.0554941
20.0623, 0.0505451, 0.224499, 0.054722, 1.43197, -0.173953, 0, 0.054722, 0.054722, 0.054722, 0.054722, 0.054722, 0.054722, 0.054722, 0.054722, 0.054722, 0.054722, 0.054722, 0.054722, 0.054722, 0.054722, 0.209116, 0.054722, 0.0701045, 0.054722, 0.054722
20.0701, 0.949455, 0.2314, 0.0538657, 1.7174, 0.718055, 0, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.0538657, 0.216376, 0.0538657, 0.0688899, 0.0538657, 0.0538657
20.078, 0, 0.238151, 0.0530161, 1.41421, -0.238151, 0, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.0530161, 0.223476, 0.0530161, 0.0676913, 0.0530161, 0.0530161
20.0859, 0, 0.245121, 0.0525679, 1.41421, -0.245121, 0, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.0525679, 0.230784, 0.0525679, 0.0669047, 0.0525679, 0.0525679
20.0938, 0, 0.251666, 0.0519139, 1.41421, -0.251666, 0, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.0519139, 0.237655, 0.0519139, 0.0659246, 0.0519139, 0.0519139
20.1017, 1, 0.25778, 0.0510709, 1.73205, 0.742221, 0, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.0510709, 0.244081, 0.0510709, 0.064769, 0.0510709, 0.0510709
20.1095, 0, 0.26352, 0.0501392, 1.41421, -0.26352, 0, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.0501392, 0.250119, 0.0501392, 0.06354, 0.0501392, 0.0501392
20.1174, 1, 0.268942, 0.049216, 1.73205, 0.731058, 0, 0.049216, 0.049216, 0.049216, 0.049216, 0.049216, 0.049216, 0.049216, 0.049216, 0.049216, 0.049216, 0.049216, 0.049216, 0.049216, 0.049216, 0.255822, 0.049216, 0.0623363, 0.049216, 0.049216
20.1253, 0.0312345, 0.274521, 0.0488258, 1.42521, -0.243286, 0, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.0488258, 0.261663, 0.0488258, 0.0616839, 0.0488258, 0.0488258
20.1332, 0.968765, 0.279433, 0.0482095, 1.72301, 0.689332, 0, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.0482095, 0.266818, 0.0482095, 0.0608251, 0.0482095, 0.0482095
20.1411, 0, 0.283632, 0.047387, 1.41421, -0.283632, 0, 0.047387, 0.047387, 0.047387, 0.047387, 0.047387, 0.047387, 0.047387, 0.047387, 0.047387, 0.047387, 0.047387, 0.047387, 0.047387, 0.047387, 0.271238, 0.047387, 0.0597812, 0.047387, 0.047387
20.1489, 0, 0.287151, 0.0464676, 1.41421, -0.287151, 0, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.0464676, 0.274956, 0.0464676, 0.0586628, 0.0464676, 0.0464676
20.1568, 1, 0.290009, 0.0455572, 1.73205, 0.709991, 0, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.0455572, 0.277989, 0.0455572, 0.0575768, 0.0455572, 0.0455572
20.1647, 1, 0.292596, 0.0451319, 1.73205, 0.707404, 0, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.0451319, 0.280728, 0.0451319, 0.0570001, 0.0451319, 0.0451319
20.1726, 0, 0.294104, 0.0444709, 1.41421, -0.294104, 0, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.0444709, 0.282362, 0.0444709, 0.0562126, 0.0444709, 0.0444709
20.1805, 1, 0.294466, 0.0435945, 1.73205, 0.705534, 0, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.0435945, 0.282826, 0.0435945, 0.0552351, 0.0435945, 0.0435945
20.1884, 0, 0.293722, 0.0426181, 1.41421, -0.293722, 0, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.0426181, 0.282157, 0.0426181, 0.054183, 0.0426181, 0.0426181
20.1962, 1, 0.291916, 0.0416527, 1.73205, 0.708084, 0, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.0416527, 0.280401, 0.0416527, 0.0531674, 0.0416527, 0.0416527
20.2041, 0, 0.28958, 0.0412811, 1.41421, -0.28958, 0, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.0412811, 0.27809, 0.0412811, 0.0527709, 0.0412811, 0.0412811
20.212, 0, 0.285841, 0.0406603, 1.41421, -0.285841, 0, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.0406603, 0.274351, 0.0406603, 0.0521501, 0.0406603, 0.0406603
20.2199, 0, 0.280712, 0.039814, 1.41421, -0.280712, 0, 0.039814, 0.039814, 0.039814, 0.039814, 0.039814, 0.039814, 0.039814, 0.039814, 0.039814, 0.039814, 0.039814, 0.039814, 0.039814, 0.039814, 0.269198, 0.039814, 0.0513279, 0.039814, 0.039814
20.2278, 0, 0.274331, 0.0388628, 1.41421, -0.274331, 0, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.0388628, 0.26277, 0.0388628, 0.0504244, 0.0388628, 0.0388628
20.2356, 0, 0.266855, 0.0379231, 1.41421, -0.266855, 0, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.0379231, 0.255223, 0.0379231, 0.0495551, 0.0379231, 0.0379231
20.2435, 0, 0.258869, 0.0375167, 1.41421, -0.258869, 0, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.0375167, 0.247145, 0.0375167, 0.0492406, 0.0375167, 0.0375167
20.2514, 0, 0.249687, 0.0368629, 1.41421, -0.249687, 0, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.0368629, 0.23785, 0.0368629, 0.0486993, 0.0368629, 0.0368629
20.2593, 1, 0.239441, 0.0359862, 1.73205, 0.760559, 0, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.0359862, 0.227472, 0.0359862, 0.0479547, 0.0359862, 0.0359862
20.2672, 0, 0.22838, 0.0350073, 1.41421, -0.22838, 0, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.0350073, 0.216261, 0.0350073, 0.0471264, 0.0350073, 0.0350073
20.275, 0, 0.216768, 0.0340419, 1.41421, -0.216768, 0, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.0340419, 0.204481, 0.0340419, 0.046329, 0.0340419, 0.0340419
20.2829, 0, 0.205348, 0.0336833, 1.41421, -0.205348, 0, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.0336833, 0.192877, 0.0336833, 0.0461548, 0.0336833, 0.0336833
20.2908, 0, 0.193417, 0.033072, 1.41421, -0.193417, 0, 0.033072, 0.033072, 0.033072, 0.033072, 0.033072, 0.033072, 0.033072, 0.033072, 0.033072, 0.033072, 0.033072, 0.033072, 0.033072, 0.033072, 0.180745, 0.033072, 0.0457435, 0.033072, 0.033072
20.2987, 0, 0.181164, 0.0322355, 1.41421, -0.181164, 0, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.0322355, 0.168278, 0.0322355, 0.0451215, 0.0322355, 0.0322355
20.3066, 0, 0.168861, 0.0312959, 1.41421, -0.168861, 0, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.0312959, 0.155746, 0.0312959, 0.0444103, 0.0312959, 0.0312959
20.3145, 0.973241, 0.156768, 0.0303702, 1.72431, 0.816473, 0, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.0303702, 0.143412, 0.0303702, 0.0437262, 0.0303702, 0.0303702
20.3223, 0.0267592, 0.145548, 0.0299912, 1.42364, -0.118788, 0, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.0299912, 0.131938, 0.0299912, 0.0436013, 0.0299912, 0.0299912
20.3302, 0, 0.134518, 0.029365, 1.41421, -0.134518, 0, 0.029365, 0.029365, 0.029365, 0.029365, 0.029365, 0.029365, 0.029365, 0.029365, 0.029365, 0.029365, 0.029365, 0.029365, 0.029365, 0.029365, 0.120642, 0.029365, 0.0432413, 0.029365, 0.029365
20.3381, 0, 0.123808, 0.0285195, 1.41421, -0.123808, 0, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.0285195, 0.109654, 0.0285195, 0.0426737, 0.0285195, 0.0285195
20.346, 0, 0.113614, 0.0275753, 1.41421, -0.113614, 0, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0275753, 0.0991703, 0.0275753, 0.0420188, 0.0275753, 0.0275753
20.3539, 0, 0.104104, 0.0266471, 1.41421, -0.104104, 0, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0266471, 0.0893601, 0.0266471, 0.0413912, 0.0266471, 0.0266471
20.3617, 0, 0.0959024, 0.0263153, 1.41421, -0.0959024, 0, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0263153, 0.0808468, 0.0263153, 0.0413709, 0.0263153, 0.0263153
20.3696, 0, 0.0881825, 0.0257361, 1.41421, -0.0881825, 0, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0257361, 0.0728043, 0.0257361, 0.0411143, 0.0257361, 0.0257361
20.3775, 0, 0.0809762, 0.0249393, 1.41421, -0.0809762, 0, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0249393, 0.0652641, 0.0249393, 0.0406513, 0.0249393, 0.0249393
20.3854, 0, 0.0743953, 0.0240452, 1.41421, -0.0743953, 0, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0240452, 0.0583384, 0.0240452, 0.0401021, 0.0240452, 0.0240452
20.3933, 3, 0.0685281, 0.0231674, 2.23607, 2.93147, 0, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.0231674, 0.052115, 0.0231674, 0.0395805, 0.0231674, 0.0231674
20.4012, 0, 0.0638636, 0.0228297, 1.41421, -0.0638636, 0, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0228297, 0.0470825, 0.0228297, 0.0396108, 0.0228297, 0.0228297
20.409, 0, 0.0595835, 0.0222536, 1.41421, -0.0595835, 0, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0222536, 0.0424228, 0.0222536, 0.0394142, 0.0222536, 0.0222536
20.4169, 0, 0.0556702, 0.0214693, 1.41421, -0.0556702, 0, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0214693, 0.0381178, 0.0214693, 0.0390217, 0.0214693, 0.0214693
20.4248, 0.939514, 0.0521905, 0.0205936, 1.7145, 0.887324, 0, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0205936, 0.0342338, 0.0205936, 0.0385503, 0.0205936, 0.0205936
20.4327, 1.99755, 0.0492022, 0.0197362, 1.99939, 1.94835, 0, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0197362, 0.0308285, 0.0197362, 0.0381099, 0.0197362, 0.0197362
20.4406, 0.0629336, 0.0472011, 0.0194438, 1.43629, 0.0157325, 0, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.0194438, 0.028397, 0.0194438, 0.0382479, 0.0194438, 0.0194438
20.4484, 0, 0.045339, 0.0189183, 1.41421, -0.045339, 0, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0189183, 0.0260908, 0.0189183, 0.0381665, 0.0189183, 0.0189183
20.4563, 0, 0.0436009, 0.0181911, 1.41421, -0.0436009, 0, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0181911, 0.0238946, 0.0181911, 0.0378974, 0.0181911, 0.0181911
20.4642, 0, 0.042057, 0.0173761, 1.41421, -0.042057, 0, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0173761, 0.0218778, 0.0173761, 0.0375553, 0.0173761, 0.0173761
20.4721, 0, 0.0407737, 0.0165799, 1.41421, -0.0407737, 0, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0165799, 0.0201064, 0.0165799, 0.0372472, 0.0165799, 0.0165799
20.48, 0, 0.0402074, 0.0162942, 1.41421, -0.0402074, 0, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0162942, 0.0190365, 0.0162942, 0.0374652, 0.0162942, 0.0162942
20.4878, 0, 0.0395959, 0.0157885, 1.41421, -0.0395959, 0, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0157885, 0.0179051, 0.0157885, 0.0374793, 0.0157885, 0.0157885
20.4957, 0, 0.038943, 0.015094, 1.41421, -0.038943, 0, 0.015094, 0.015094, 0.015094, 0.015094, 0.015094, 0.015094, 0.015094, 0.015094, 0.015094, 0.015094, 0.015094, 0.015094, 0.015094, 0.015094, 0.0167155, 0.015094, 0.0373215, 0.015094, 0.015094
20.5036, 0, 0.038334, 0.0143194, 1.41421, -0.038334, 0, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0143194, 0.0155525, 0.0143194, 0.0371009, 0.0143194, 0.0143194
20.5115, 0.913033, 0.0378494, 0.0135653, 1.70676, 0.875183, 0, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0135653, 0.0144961, 0.0135653, 0.0369185, 0.0135653, 0.0135653
20.5194, 1.08697, 0.037963, 0.0133219, 1.75698, 1.049, 0, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0133219, 0.0140193, 0.0133219, 0.0372655, 0.0133219, 0.0133219
20.5273, 0, 0.0379412, 0.0128695, 1.41421, -0.0379412, 0, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0128695, 0.0133883, 0.0128695, 0.0374224, 0.0128695, 0.0128695
20.5351, 0.9056, 0.0378043, 0.0122397, 1.70458, 0.867795, 0, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0122397, 0.0126227, 0.0122397, 0.0374212, 0.0122397, 0.0122397
20.543, 0.0944004, 0.0376472, 0.0115359, 1.4472, 0.0567532, 0, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0115359, 0.0118166, 0.0115359, 0.0373665, 0.0115359, 0.0115359
20.5509, 0, 0.0375573, 0.0108529, 1.41421, -0.0375573, 0, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0108529, 0.0110571, 0.0108529, 0.037353, 0.0108529, 0.0108529
20.5588, 0, 0.0379646, 0.0106262, 1.41421, -0.0379646, 0, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0106262, 0.0107737, 0.0106262, 0.037817, 0.0106262, 0.0106262
20.5667, 0, 0.0382169, 0.0102078, 1.41421, -0.0382169, 0, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0102078, 0.0103136, 0.0102078, 0.0381111, 0.0102078, 0.0102078
20.5745, 0, 0.0383414, 0.00962851, 1.41421, -0.0383414, 0, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00962851, 0.00970385, 0.00962851, 0.0382661, 0.00962851, 0.00962851
20.5824, 0, 0.0384323, 0.00898452, 1.41421, -0.0384323, 0, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00898452, 0.00903778, 0.00898452, 0.038379, 0.00898452, 0.00898452
20.5903, 0, 0.0385742, 0.00836281, 1.41421, -0.0385742, 0, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00836281, 0.00840021, 0.00836281, 0.0385368, 0.00836281, 0.00836281
20.5982, 0, 0.0391769, 0.00817449, 1.41421, -0.0391769, 0, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00817449, 0.00820057, 0.00817449, 0.0391508, 0.00817449, 0.00817449
20.6061, 1, 0.0396314, 0.00781126, 1.73205, 0.960369, 0, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00781126, 0.00782933, 0.00781126, 0.0396134, 0.00781126, 0.00781126
20.614, 0, 0.0399663, 0.00730308, 1.41421, -0.0399663, 0, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00730308, 0.00731553, 0.00730308, 0.0399539, 0.00730308, 0.00730308
20.6218, 0, 0.0402697, 0.00673858, 1.41421, -0.0402697, 0, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00673858, 0.00674711, 0.00673858, 0.0402612, 0.00673858, 0.00673858
20.6297, 0, 0.0406203, 0.00619679, 1.41421, -0.0406203, 0, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00619679, 0.00620261, 0.00619679, 0.0406144, 0.00619679, 0.00619679
20.6376, 0, 0.041371, 0.00603197, 1.41421, -0.041371, 0, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603197, 0.00603593, 0.00603197, 0.041367, 0.00603197, 0.00603197
20.6455, 0, 0.0419907, 0.00571359, 1.41421, -0.0419907, 0, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571359, 0.00571629, 0.00571359, 0.041988, 0.00571359, 0.00571359
20.6534, 0, 0.0425078, 0.00527022, 1.41421, -0.0425078, 0, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527022, 0.00527206, 0.00527022, 0.042506, 0.00527022, 0.00527022
20.6612, 0, 0.0430001, 0.00478129, 1.41421, -0.0430001, 0, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478129, 0.00478257, 0.00478129, 0.0429988, 0.00478129, 0.00478129
20.6691, 0, 0.043536, 0.00431617, 1.41421, -0.043536, 0, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431617, 0.00431707, 0.00431617, 0.0435351, 0.00431617, 0.00431617
20.677, 1, 0.0444249, 0.00418529, 1.73205, 0.955575, 0, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418529, 0.00418594, 0.00418529, 0.0444243, 0.00418529, 0.00418529
20.6849, 0, 0.045199, 0.00392278, 1.41421, -0.045199, 0, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392278, 0.00392327, 0.00392278, 0.0451985, 0.00392278, 0.00392278
20.6928, 0.857709, 0.0458835, 0.00355543, 1.69048, 0.811826, 0, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355543, 0.00355583, 0.00355543, 0.0458831, 0.00355543, 0.00355543
