   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_97.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
21.6228, 0, 0.00994174, 2.2212e-17, 1.41421, -0.00994174, 2.2212e-17, 0, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.2212e-17, 2.77006e-07, 2.2212e-17, 0.00994146, 2.2212e-17
21.6306, 0, 0.00973761, 1.48939e-17, 1.41421, -0.00973761, 1.48939e-17, 0, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 1.48939e-17, 2.7038e-07, 1.48939e-17, 0.00973734, 1.48939e-17
21.6385, 0, 0.00953904, 3.97071e-18, 1.41421, -0.00953904, 3.97071e-18, 0, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 3.97071e-18, 2.65127e-07, 3.97071e-18, 0.00953878, 3.97071e-18
21.6463, 0, 0.00934582, 1.58933e-20, 1.41421, -0.00934582, 1.58933e-20, 0, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 1.58933e-20, 2.61035e-07, 1.58933e-20, 0.00934556, 1.58933e-20
21.6542, 1, 0.00915793, 6.63571e-18, 1.73205, 0.990842, 6.63571e-18, 0, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 6.63571e-18, 2.57908e-07, 6.63571e-18, 0.00915767, 6.63571e-18
21.662, 0, 0.00897509, 1.20546e-17, 1.41421, -0.00897509, 1.20546e-17, 0, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 1.20546e-17, 2.55565e-07, 1.20546e-17, 0.00897483, 1.20546e-17
21.6699, 0, 0.00879716, 8.15766e-18, 1.41421, -0.00879716, 8.15766e-18, 0, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 8.15766e-18, 2.53847e-07, 8.15766e-18, 0.0087969, 8.15766e-18
21.6778, 0, 0.00862407, 2.20362e-18, 1.41421, -0.00862407, 2.20362e-18, 0, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.20362e-18, 2.52621e-07, 2.20362e-18, 0.00862382, 2.20362e-18
21.6856, 0, 0.00845564, 1.27146e-20, 1.41421, -0.00845564, 1.27146e-20, 0, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 1.27146e-20, 2.51772e-07, 1.27146e-20, 0.00845539, 1.27146e-20
21.6935, 0, 0.0082917, 3.17865e-21, 1.41421, -0.0082917, 3.17865e-21, 0, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 3.17865e-21, 2.51209e-07, 3.17865e-21, 0.00829145, 3.17865e-21
21.7013, 0, 0.00813222, 0, 1.41421, -0.00813222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50858e-07, 0, 0.00813197, 0
21.7092, 0, 0.00797695, 4.96664e-23, 1.41421, -0.00797695, 4.96664e-23, 0, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 4.96664e-23, 2.50663e-07, 4.96664e-23, 0.0079767, 4.96664e-23
21.7171, 0, 0.00782576, 9.39006e-23, 1.41421, -0.00782576, 9.39006e-23, 0, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 9.39006e-23, 2.50579e-07, 9.39006e-23, 0.00782551, 9.39006e-23
21.7249, 0, 0.00767859, 6.28591e-23, 1.41421, -0.00767859, 6.28591e-23, 0, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 6.28591e-23, 2.50573e-07, 6.28591e-23, 0.00767834, 6.28591e-23
21.7328, 0, 0.00753529, 1.57148e-23, 1.41421, -0.00753529, 1.57148e-23, 0, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 2.50623e-07, 1.57148e-23, 0.00753504, 1.57148e-23
21.7406, 0, 0.0073957, 0, 1.41421, -0.0073957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5071e-07, 0, 0.00739545, 0
21.7485, 1, 0.00725976, 1.24166e-23, 1.73205, 0.99274, 1.24166e-23, 0, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 1.24166e-23, 2.50822e-07, 1.24166e-23, 0.00725951, 1.24166e-23
21.7563, 0, 0.00712733, 2.34751e-23, 1.41421, -0.00712733, 2.34751e-23, 0, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.34751e-23, 2.50952e-07, 2.34751e-23, 0.00712708, 2.34751e-23
21.7642, 0, 0.00699829, 1.57148e-23, 1.41421, -0.00699829, 1.57148e-23, 0, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 1.57148e-23, 2.51092e-07, 1.57148e-23, 0.00699804, 1.57148e-23
21.7721, 0, 0.00687254, 3.92869e-24, 1.41421, -0.00687254, 3.92869e-24, 0, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 3.92869e-24, 2.51239e-07, 3.92869e-24, 0.00687229, 3.92869e-24
21.7799, 0, 0.00674994, 0, 1.41421, -0.00674994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51391e-07, 0, 0.00674969, 0
21.7878, 1.50322, 0.00663045, 0, 1.87169, 1.49659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51546e-07, 0, 0.0066302, 0
21.7956, 0.496777, 0.00651394, 0, 1.58012, 0.490263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51703e-07, 0, 0.00651369, 0
21.8035, 0, 0.00640032, 0, 1.41421, -0.00640032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51861e-07, 0, 0.00640006, 0
21.8113, 0, 0.00628948, 0, 1.41421, -0.00628948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5202e-07, 0, 0.00628923, 0
21.8192, 0, 0.00618136, 0, 1.41421, -0.00618136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52179e-07, 0, 0.00618111, 0
21.8271, 0, 0.00607584, 0, 1.41421, -0.00607584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52339e-07, 0, 0.00607558, 0
21.8349, 0, 0.00597287, 0, 1.41421, -0.00597287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52498e-07, 0, 0.00597262, 0
21.8428, 0, 0.00587237, 0, 1.41421, -0.00587237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52659e-07, 0, 0.00587212, 0
21.8506, 0, 0.00577423, 0, 1.41421, -0.00577423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52819e-07, 0, 0.00577397, 0
21.8585, 0, 0.00567843, 0, 1.41421, -0.00567843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52979e-07, 0, 0.00567818, 0
21.8663, 0, 0.00558486, 0, 1.41421, -0.00558486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5314e-07, 0, 0.0055846, 0
21.8742, 0, 0.00549342, 0, 1.41421, -0.00549342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.533e-07, 0, 0.00549316, 0
21.8821, 0, 0.0054041, 0, 1.41421, -0.0054041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53461e-07, 0, 0.00540384, 0
21.8899, 0, 0.0053168, 0, 1.41421, -0.0053168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53622e-07, 0, 0.00531655, 0
21.8978, 0, 0.00523145, 0, 1.41421, -0.00523145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53783e-07, 0, 0.0052312, 0
21.9056, 0, 0.00514804, 0, 1.41421, -0.00514804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53944e-07, 0, 0.00514779, 0
21.9135, 0, 0.00506644, 0, 1.41421, -0.00506644, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54105e-07, 0, 0.00506619, 0
21.9214, 0, 0.00498659, 0, 1.41421, -0.00498659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54266e-07, 0, 0.00498634, 0
21.9292, 0, 0.00490847, 0, 1.41421, -0.00490847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54428e-07, 0, 0.00490821, 0
21.9371, 0, 0.00483199, 0, 1.41421, -0.00483199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5459e-07, 0, 0.00483174, 0
21.9449, 0, 0.00475708, 0, 1.41421, -0.00475708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54751e-07, 0, 0.00475683, 0
21.9528, 0, 0.0046837, 0, 1.41421, -0.0046837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54913e-07, 0, 0.00468344, 0
21.9606, 0, 0.00461177, 0, 1.41421, -0.00461177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55075e-07, 0, 0.00461151, 0
21.9685, 0, 0.00454117, 0, 1.41421, -0.00454117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55237e-07, 0, 0.00454091, 0
21.9764, 0, 0.00447186, 0, 1.41421, -0.00447186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55399e-07, 0, 0.0044716, 0
21.9842, 0, 0.00440372, 0, 1.41421, -0.00440372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55561e-07, 0, 0.00440347, 0
21.9921, 0, 0.00433662, 0, 1.41421, -0.00433662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55724e-07, 0, 0.00433637, 0
21.9999, 0, 0.00427046, 0, 1.41421, -0.00427046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55886e-07, 0, 0.0042702, 0
22.0078, 0, 0.00420505, 0, 1.41421, -0.00420505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56048e-07, 0, 0.0042048, 0
22.0156, 0, 0.00414022, 0, 1.41421, -0.00414022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5621e-07, 0, 0.00413996, 0
22.0235, 0, 0.00407573, 0, 1.41421, -0.00407573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56371e-07, 0, 0.00407547, 0
22.0314, 0, 0.00401132, 0, 1.41421, -0.00401132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56533e-07, 0, 0.00401106, 0
22.0392, 0, 0.00394674, 0, 1.41421, -0.00394674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56693e-07, 0, 0.00394648, 0
22.0471, 0, 0.00388165, 0, 1.41421, -0.00388165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56853e-07, 0, 0.00388139, 0
22.0549, 0, 0.00381569, 0, 1.41421, -0.00381569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57012e-07, 0, 0.00381544, 0
22.0628, 0, 0.00374857, 0, 1.41421, -0.00374857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5717e-07, 0, 0.00374831, 0
22.0707, 0, 0.00367988, 0, 1.41421, -0.00367988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57326e-07, 0, 0.00367962, 0
22.0785, 0, 0.00360926, 0, 1.41421, -0.00360926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57481e-07, 0, 0.003609, 0
22.0864, 0, 0.00353646, 0, 1.41421, -0.00353646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57634e-07, 0, 0.0035362, 0
22.0942, 0, 0.00346119, 0, 1.41421, -0.00346119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57785e-07, 0, 0.00346093, 0
22.1021, 0, 0.00338326, 0, 1.41421, -0.00338326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57933e-07, 0, 0.003383, 0
22.1099, 0, 0.00330262, 0, 1.41421, -0.00330262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58079e-07, 0, 0.00330236, 0
22.1178, 1, 0.00321931, 0, 1.73205, 0.996781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58223e-07, 0, 0.00321905, 0
22.1257, 0, 0.00313342, 0, 1.41421, -0.00313342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58364e-07, 0, 0.00313316, 0
22.1335, 0, 0.0030453, 0, 1.41421, -0.0030453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58502e-07, 0, 0.00304505, 0
22.1414, 0, 0.00295536, 0, 1.41421, -0.00295536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58639e-07, 0, 0.0029551, 0
22.1492, 0, 0.0028641, 0, 1.41421, -0.0028641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58773e-07, 0, 0.00286384, 0
22.1571, 0, 0.00277222, 0, 1.41421, -0.00277222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58905e-07, 0, 0.00277196, 0
22.1649, 0, 0.00268042, 0, 1.41421, -0.00268042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59037e-07, 0, 0.00268016, 0
22.1728, 0.385226, 0.0025894, 0, 1.54442, 0.382636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59167e-07, 0, 0.00258914, 0
22.1807, 0.614774, 0.0025, 0, 1.61703, 0.612274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59298e-07, 0, 0.00249974, 0
22.1885, 0, 0.00241293, 0, 1.41421, -0.00241293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59429e-07, 0, 0.00241267, 0
22.1964, 0.378097, 0.00232886, 0, 1.54211, 0.375768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59561e-07, 0, 0.0023286, 0
22.2042, 0.621903, 0.00224841, 0, 1.61923, 0.619654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59694e-07, 0, 0.00224815, 0
22.2121, 0, 0.00217206, 0, 1.41421, -0.00217206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59829e-07, 0, 0.0021718, 0
22.2199, 0, 0.00210014, 0, 1.41421, -0.00210014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59967e-07, 0, 0.00209988, 0
22.2278, 0, 0.00203287, 0, 1.41421, -0.00203287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60107e-07, 0, 0.00203261, 0
22.2357, 0, 0.00197031, 0, 1.41421, -0.00197031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60249e-07, 0, 0.00197005, 0
22.2435, 0, 0.00191245, 0, 1.41421, -0.00191245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60395e-07, 0, 0.00191219, 0
22.2514, 0, 0.00185912, 0, 1.41421, -0.00185912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60543e-07, 0, 0.00185886, 0
22.2592, 0, 0.00181006, 0, 1.41421, -0.00181006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60694e-07, 0, 0.0018098, 0
22.2671, 0, 0.00176498, 0, 1.41421, -0.00176498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60849e-07, 0, 0.00176472, 0
22.275, 0, 0.0017235, 0, 1.41421, -0.0017235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61008e-07, 0, 0.00172323, 0
22.2828, 0, 0.00168522, 0, 1.41421, -0.00168522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61173e-07, 0, 0.00168495, 0
22.2907, 0, 0.00164977, 0, 1.41421, -0.00164977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61349e-07, 0, 0.00164951, 0
22.2985, 0, 0.00161678, 0, 1.41421, -0.00161678, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61546e-07, 0, 0.00161651, 0
22.3064, 0, 0.00158587, 0, 1.41421, -0.00158587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6178e-07, 0, 0.00158561, 0
22.3142, 0, 0.00155674, 0, 1.41421, -0.00155674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62089e-07, 0, 0.00155648, 0
22.3221, 0.339197, 0.00152911, 0, 1.52944, 0.337668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62549e-07, 0, 0.00152885, 0
22.33, 0.660803, 0.00150271, 0, 1.6312, 0.6593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63353e-07, 0, 0.00150245, 0
22.3378, 0, 0.00147737, 0, 1.41421, -0.00147737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65287e-07, 0, 0.0014771, 0
22.3457, 0, 0.0014529, 0, 1.41421, -0.0014529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68297e-07, 0, 0.00145263, 0
22.3535, 0, 0.00142917, 0, 1.41421, -0.00142917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73827e-07, 0, 0.00142889, 0
22.3614, 0, 0.00140609, 0, 1.41421, -0.00140609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84994e-07, 0, 0.0014058, 0
22.3692, 0, 0.00138357, 0, 1.41421, -0.00138357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04377e-07, 0, 0.00138326, 0
22.3771, 1, 0.00136154, 0, 1.73205, 0.998638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39185e-07, 0, 0.00136121, 0
22.385, 0, 0.00133999, 0, 1.41421, -0.00133999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01173e-07, 0, 0.00133959, 0
22.3928, 0, 0.00131888, 0, 1.41421, -0.00131888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10308e-07, 0, 0.00131837, 0
22.4007, 0, 0.0012982, 0, 1.41421, -0.0012982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.00136e-07, 0, 0.0012975, 0
22.4085, 0, 0.001278, 0, 1.41421, -0.001278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02594e-06, 0, 0.00127697, 0
22.4164, 0, 0.00125831, 0, 1.41421, -0.00125831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57796e-06, 0, 0.00125673, 0
22.4243, 0, 0.00123925, 0, 1.41421, -0.00123925, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50087e-06, 0, 0.00123675, 0
22.4321, 0, 0.001221, 0, 1.41421, -0.001221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02322e-06, 0, 0.00121698, 0
22.44, 0, 0.00120386, 0, 1.41421, -0.00120386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50022e-06, 0, 0.00119736, 0
22.4478, 0, 0.00118831, 0, 1.41421, -0.00118831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04764e-05, 0, 0.00117784, 0
22.4557, 0, 0.00117509, 0, 1.41421, -0.00117509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67671e-05, 0, 0.00115833, 0
22.4635, 0, 0.00116531, 0, 1.41421, -0.00116531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65815e-05, 0, 0.00113873, 0
22.4714, 0, 0.00116061, 0, 1.41421, -0.00116061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16799e-05, 0, 0.00111893, 0
22.4793, 0, 0.00116336, 0, 1.41421, -0.00116336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45542e-05, 0, 0.0010988, 0
22.4871, 0, 0.00117692, 0, 1.41421, -0.00117692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.8738e-05, 0, 0.00107818, 0
22.495, 0, 0.00120593, 0, 1.41421, -0.00120593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000149034, 0, 0.0010569, 0
22.5028, 0, 0.00125673, 0, 1.41421, -0.00125673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000221949, 0, 0.00103478, 0
22.5107, 0, 0.0013377, 0, 1.41421, -0.0013377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000326088, 0, 0.00101161, 0
22.5185, 0, 0.00145969, 0, 1.41421, -0.00145969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000472477, 0, 0.000987214, 0
22.5264, 0, 0.00163646, 0, 1.41421, -0.00163646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000675058, 0, 0.000961401, 0
22.5343, 0, 0.00188521, 0, 1.41421, -0.00188521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000951229, 0, 0.000933981, 0
